id;pasta;volume;imagem;ncb2;url_pagina;Categoria-1;Categoria-2;Categoria-3;ncb;purl;capa;tipo de material;língua;língua da obra original;título;subtítulo;título original;edição;publicação;data da publicação;data da publicação2;dimensões;autor;autor - organização;co-autores;autores secundários;co-autores - organizações;autores secundários - organizações;cota;coleção;id persistente;acesso
7432;742171;1;18;742171118;https://permalinkbnd.bnportugal.gov.pt/viewer/274166/?offset=#page=18&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos IV | 1753;Episódios - Sonho d'El-Rei D. Manuel, no qual lhe aparecem os rios Indo e Ganges | 1763;742171;https://purl.pt/43810;https://bndigital.bnportugal.gov.pt//i/?IIIF=/20/0e/92/c5/200e92c5-aec5-4489-a61a-b6480cdafb72/iiif/cam-41-v_0005.tif/full/!300,500/0/default.jpg;Livro impresso;Francês;;Les Lusiades;;;1.ª ed.;Lisboa : Tip da Comp. Nacional Editora;1889;1889;338 p.;Camões, Luís de, 1524-1580;;;Garin, Hyacinthe, Editor literário;;;L. 5855 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/742171;Livre
7433;764770;1;7;76477017;https://permalinkbnd.bnportugal.gov.pt/viewer/270042/?offset=#page=7&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos V | 1754;Episódios - Assassínio de Inês de Castro | 1764;764770;https://purl.pt/42608;https://bndigital.bnportugal.gov.pt//i/?IIIF=/9e/91/6e/ad/9e916ead-0a6f-45ca-96ba-ec9f9d845df0/iiif/cam-17-p_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusiadas;;;1.ª ed.;Em Lisboa : por Pedro Crasbeeck : com privilegio, à custa de Domingos Fernandez livreyro;1609;1609;2, 186 f.;Camões, Luís de, 1524-1580;;;"Cunha, Rodrigo da, 1577-1643, Personalidade a quem é dedicada a obra ; Sousa, Luís de, 1555-1632, Autor ; Mendonça, Pedro da Silva e, Autor ; Tasso, Torquato, 1544-1595, Autor ; Leitão, Diogo Taborda, 15--, Autor ; Tamayo de Vargas, Tomás, 1588-1641, Autor ; Bernardes, Diogo, ca 1530-1596, Autor ; Craesbeeck, Pedro, fl. 1597-1632, Impressor ; Norton, Tomás, 1804-1860, Antigo possuidor ; Fernandes, Domingos, 15---16--, Editor comercial ; Barreto, Domingos da Costa, Antigo possuidor ; Caminha, António Lourenço, ?-1831, Antigo possuidor";;;F. 2553;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/764770;Livre
7434;767226;1;4;76722614;https://permalinkbnd.bnportugal.gov.pt/viewer/273943/?offset=#page=4&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos VI | 1755;Episódios - Aparição do gigante Adamastor na passagem do Cabo de B. Esperança | 1765;767226;https://purl.pt/43749;https://bndigital.bnportugal.gov.pt//i/?IIIF=/78/25/d5/43/7825d543-ad3b-43c0-9034-6398ee47951b/iiif/cam-566-p_0000_000005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusiadas;poema épico...;;Nova ed. cuidadosamente revista e conforme às de 1572, precedida da biografia do poeta e seguida de um dicionário dos nomes próprios;Lisboa : Livr. António Maria Pereira;1875;1875;XVIII, 457, 6 p.;Camões, Luís de, 1524-1580;;;;;;CAM. 566 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/767226;Livre
7435;767525;1;3;76752513;https://permalinkbnd.bnportugal.gov.pt/viewer/273427/?offset=#page=3&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos VII | 1756;Episódios - Vénus aplaca os Ventos e a tormenta | 1766;767525;https://purl.pt/43772;https://bndigital.bnportugal.gov.pt//i/?IIIF=/7c/53/55/55/7c535555-bf57-4fa5-b6f4-b9bad743d540/iiif/cam-106-2-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Á memoria de Luiz de Camões;301.º anniversario do fallecimento do grande épico;;1.ª ed.;Loanda : Tip. do Mercantil;1881;1881;26, 2 p.;;Sociedade Propagadora de Conhecimentos Geográfico-Africanos;;Vilhena, Ernesto Jardim de, 1876-1967, Antigo possuidor;;;H.G. 12224//6 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/767525;Livre
7436;782745;1;6;78274516;https://permalinkbnd.bnportugal.gov.pt/viewer/272372/?offset=#page=6&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos VIII | 1757;Episódios - Desembarque de Gama em Calecut | 1767;782745;https://purl.pt/43415;https://bndigital.bnportugal.gov.pt//i/?IIIF=/a1/d0/ad/31/a1d0ad31-73b5-460a-ba20-5f53415efc39/iiif/cam-709-p_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusiadas;poema épico;;Nova ed;Porto : Livr. Ed. Cruz Coutinho;1889;1889;XII, 480 p.;Camões, Luís de, 1524-1580;;;;;;CAM. 709 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/782745;Livre
7437;784907;1;21;784907121;https://permalinkbnd.bnportugal.gov.pt/viewer/272381/?offset=#page=21&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos IX | 1758;Episódios - Segunda Audiência do Samorim a Gama | 1768;784907;https://purl.pt/43424;https://bndigital.bnportugal.gov.pt//i/?IIIF=/b1/0e/f2/ad/b10ef2ad-b90f-419d-ac6d-791303f80865/iiif/cam-738-p_0018.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Lusiadas de Luis de Camões a que se ajuntam a vida do Poeta, hum argumento historico dos Lusiadas... com 10 estampas;;;1.ª ed.;Lisboa : Tip. de Eugénio Augusti;1836;1836;;Camões, Luís de, 1524-1580;;;;;;CAM. 738 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/784907;Livre
7438;784907;1;24;784907124;https://permalinkbnd.bnportugal.gov.pt/viewer/272381/?offset=#page=24&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos X | 1759;Episódios - Ilha de Vénus | 1769;784907;https://purl.pt/43424;https://bndigital.bnportugal.gov.pt//i/?IIIF=/b1/0e/f2/ad/b10ef2ad-b90f-419d-ac6d-791303f80865/iiif/cam-738-p_0018.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Lusiadas de Luis de Camões a que se ajuntam a vida do Poeta, hum argumento historico dos Lusiadas... com 10 estampas;;;1.ª ed.;Lisboa : Tip. de Eugénio Augusti;1836;1836;;Camões, Luís de, 1524-1580;;;;;;CAM. 738 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/784907;Livre
7439;784907;1;25;784907125;https://permalinkbnd.bnportugal.gov.pt/viewer/272381/?offset=#page=25&viewer=picture&o=info&n=0&q=;Imagens | 1747;Episódios | 1749;Episódios - Audiência d’El-Rei D. Manuel a Gama | 1770;784907;https://purl.pt/43424;https://bndigital.bnportugal.gov.pt//i/?IIIF=/b1/0e/f2/ad/b10ef2ad-b90f-419d-ac6d-791303f80865/iiif/cam-738-p_0018.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Lusiadas de Luis de Camões a que se ajuntam a vida do Poeta, hum argumento historico dos Lusiadas... com 10 estampas;;;1.ª ed.;Lisboa : Tip. de Eugénio Augusti;1836;1836;;Camões, Luís de, 1524-1580;;;;;;CAM. 738 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/784907;Livre
7440;784907;1;28;784907128;https://permalinkbnd.bnportugal.gov.pt/viewer/272381/?offset=#page=28&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos I | 1750;Episódios - Camões na gruta de Macau | 1760;784907;https://purl.pt/43424;https://bndigital.bnportugal.gov.pt//i/?IIIF=/b1/0e/f2/ad/b10ef2ad-b90f-419d-ac6d-791303f80865/iiif/cam-738-p_0018.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Lusiadas de Luis de Camões a que se ajuntam a vida do Poeta, hum argumento historico dos Lusiadas... com 10 estampas;;;1.ª ed.;Lisboa : Tip. de Eugénio Augusti;1836;1836;;Camões, Luís de, 1524-1580;;;;;;CAM. 738 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/784907;Livre
7441;784907;1;29;784907129;https://permalinkbnd.bnportugal.gov.pt/viewer/272381/?offset=#page=29&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos II | 1751;Episódios - Visita do Rei de Melinde a Gama | 1761;784907;https://purl.pt/43424;https://bndigital.bnportugal.gov.pt//i/?IIIF=/b1/0e/f2/ad/b10ef2ad-b90f-419d-ac6d-791303f80865/iiif/cam-738-p_0018.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Lusiadas de Luis de Camões a que se ajuntam a vida do Poeta, hum argumento historico dos Lusiadas... com 10 estampas;;;1.ª ed.;Lisboa : Tip. de Eugénio Augusti;1836;1836;;Camões, Luís de, 1524-1580;;;;;;CAM. 738 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/784907;Livre
7442;784907;1;32;784907132;https://permalinkbnd.bnportugal.gov.pt/viewer/272381/?offset=#page=32&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos III | 1752;"Episódios - Concílio ""Conselho dos Deuses"" | 1762";784907;https://purl.pt/43424;https://bndigital.bnportugal.gov.pt//i/?IIIF=/b1/0e/f2/ad/b10ef2ad-b90f-419d-ac6d-791303f80865/iiif/cam-738-p_0018.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Lusiadas de Luis de Camões a que se ajuntam a vida do Poeta, hum argumento historico dos Lusiadas... com 10 estampas;;;1.ª ed.;Lisboa : Tip. de Eugénio Augusti;1836;1836;;Camões, Luís de, 1524-1580;;;;;;CAM. 738 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/784907;Livre
7443;784907;1;33;784907133;https://permalinkbnd.bnportugal.gov.pt/viewer/272381/?offset=#page=33&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos IV | 1753;Episódios - Sonho d'El-Rei D. Manuel, no qual lhe aparecem os rios Indo e Ganges | 1763;784907;https://purl.pt/43424;https://bndigital.bnportugal.gov.pt//i/?IIIF=/b1/0e/f2/ad/b10ef2ad-b90f-419d-ac6d-791303f80865/iiif/cam-738-p_0018.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Lusiadas de Luis de Camões a que se ajuntam a vida do Poeta, hum argumento historico dos Lusiadas... com 10 estampas;;;1.ª ed.;Lisboa : Tip. de Eugénio Augusti;1836;1836;;Camões, Luís de, 1524-1580;;;;;;CAM. 738 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/784907;Livre
7444;784907;1;36;784907136;https://permalinkbnd.bnportugal.gov.pt/viewer/272381/?offset=#page=36&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos V | 1754;Episódios - Assassínio de Inês de Castro | 1764;784907;https://purl.pt/43424;https://bndigital.bnportugal.gov.pt//i/?IIIF=/b1/0e/f2/ad/b10ef2ad-b90f-419d-ac6d-791303f80865/iiif/cam-738-p_0018.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Lusiadas de Luis de Camões a que se ajuntam a vida do Poeta, hum argumento historico dos Lusiadas... com 10 estampas;;;1.ª ed.;Lisboa : Tip. de Eugénio Augusti;1836;1836;;Camões, Luís de, 1524-1580;;;;;;CAM. 738 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/784907;Livre
7445;784907;1;37;784907137;https://permalinkbnd.bnportugal.gov.pt/viewer/272381/?offset=#page=37&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos VI | 1755;Episódios - Aparição do gigante Adamastor na passagem do Cabo de B. Esperança | 1765;784907;https://purl.pt/43424;https://bndigital.bnportugal.gov.pt//i/?IIIF=/b1/0e/f2/ad/b10ef2ad-b90f-419d-ac6d-791303f80865/iiif/cam-738-p_0018.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Lusiadas de Luis de Camões a que se ajuntam a vida do Poeta, hum argumento historico dos Lusiadas... com 10 estampas;;;1.ª ed.;Lisboa : Tip. de Eugénio Augusti;1836;1836;;Camões, Luís de, 1524-1580;;;;;;CAM. 738 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/784907;Livre
7446;784907;1;40;784907140;https://permalinkbnd.bnportugal.gov.pt/viewer/272381/?offset=#page=40&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos VII | 1756;Episódios - Vénus aplaca os Ventos e a tormenta | 1766;784907;https://purl.pt/43424;https://bndigital.bnportugal.gov.pt//i/?IIIF=/b1/0e/f2/ad/b10ef2ad-b90f-419d-ac6d-791303f80865/iiif/cam-738-p_0018.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Lusiadas de Luis de Camões a que se ajuntam a vida do Poeta, hum argumento historico dos Lusiadas... com 10 estampas;;;1.ª ed.;Lisboa : Tip. de Eugénio Augusti;1836;1836;;Camões, Luís de, 1524-1580;;;;;;CAM. 738 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/784907;Livre
7447;784907;1;41;784907141;https://permalinkbnd.bnportugal.gov.pt/viewer/272381/?offset=#page=41&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos VIII | 1757;Episódios - Desembarque de Gama em Calecut | 1767;784907;https://purl.pt/43424;https://bndigital.bnportugal.gov.pt//i/?IIIF=/b1/0e/f2/ad/b10ef2ad-b90f-419d-ac6d-791303f80865/iiif/cam-738-p_0018.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Lusiadas de Luis de Camões a que se ajuntam a vida do Poeta, hum argumento historico dos Lusiadas... com 10 estampas;;;1.ª ed.;Lisboa : Tip. de Eugénio Augusti;1836;1836;;Camões, Luís de, 1524-1580;;;;;;CAM. 738 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/784907;Livre
7448;785080;1;10;785080110;https://permalinkbnd.bnportugal.gov.pt/viewer/280474/?offset=#page=10&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos IX | 1758;Episódios - Segunda Audiência do Samorim a Gama | 1768;785080;https://purl.pt/43416;https://bndigital.bnportugal.gov.pt//i/?IIIF=/0a/a0/d6/98/0aa0d698-6da1-43e7-8004-b777778c806e/iiif/cam-753-p_0000_000011.tif/full/!300,500/0/default.jpg;Livro impresso;Inglês;Português;Poems from the portuguese;;;A new ed;London : Printed for James Carpenter and Son;1824;1824;157 p.;Camões, Luís de, 1524-1580;;;Strangford, 1780-1855, Tradutor;;;CAM. 753 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/785080;Livre
7449;788850;1;8;78885018;https://permalinkbnd.bnportugal.gov.pt/viewer/272359/?offset=#page=8&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos X | 1759;Episódios - Ilha de Vénus | 1769;788850;https://purl.pt/43407;https://bndigital.bnportugal.gov.pt//i/?IIIF=/58/b9/1c/10/58b91c10-5fe4-4502-a679-09d2d40f6c8c/iiif/cam-843-p_0009.tif/full/!300,500/0/default.jpg;Livro impresso;Francês;Português;Poésies;;;1.ª ed.;Bruxelles : Impr. de Vandoren Fréres;1828;1828;XLV, 229 p.;Camões, Luís de, 1524-1580;;;"Strangford, 1780-1855, Tradutor ; Barère, B., Tradutor";;;CAM. 843 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/788850;Livre
7450;788899;1;216;7888991216;https://permalinkbnd.bnportugal.gov.pt/viewer/272367/?offset=#page=216&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos | 1748;Episódios - Audiência d’El-Rei D. Manuel a Gama | 1770;788899;https://purl.pt/43414;https://bndigital.bnportugal.gov.pt//i/?IIIF=/b7/ea/46/6d/b7ea466d-22e7-482d-9272-4dddffd6d49b/iiif/cam-845-p_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Inglês;Francês;Classical descriptions of love, from the mort celebrated epic poets;Homer, Ariosto, Tasso, Milton and Camoens;;1.ª ed.;London : J. Blacklock;1809;1809;224 p.;;;;Grandmaison, M. Parsival, Tradutor;;;CAM. 845 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/788899;Livre
7451;798614;1;10;798614110;https://permalinkbnd.bnportugal.gov.pt/viewer/272379/?offset=#page=10&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos | 1748;Episódios - Camões na gruta de Macau | 1760;798614;https://purl.pt/43421;https://bndigital.bnportugal.gov.pt//i/?IIIF=/9a/4f/fc/07/9a4ffc07-96b7-4a90-8728-685e045c56cf/iiif/cam-955-p_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Inglês;Português;The Lusiad;;;1.ª ed.;London : T. & W. Boone;1854;1854;310 p.;Camões, Luís de, 1524-1580;;;Mitchell, T. Livingston, Tradutor;;;CAM. 955 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/798614;Livre
7452;798623;1;8;79862318;https://permalinkbnd.bnportugal.gov.pt/viewer/272383/?offset=#page=8&viewer=picture&o=info&n=0&q=;Imagens | 1747;Episódios | 1749;Episódios - Visita do Rei de Melinde a Gama | 1761;798623;https://purl.pt/42612;https://bndigital.bnportugal.gov.pt//i/?IIIF=/f0/b5/28/08/f0b52808-60f3-4e5e-ae1d-90ab230894f4/iiif/cam-957-p_0009.tif/full/!300,500/0/default.jpg;Livro impresso;Inglês;Português;Poems;;;1.ª ed.;London : James Carpenter;1803;1803;159 p.;Camões, Luís de, 1524-1580;;;Strangford, 1780-1855, Tradutor;;;CAM. 957 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/798623;Livre
7453;798863;1;5;79886315;https://permalinkbnd.bnportugal.gov.pt/viewer/272376/?offset=#page=5&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos I | 1750;"Episódios - Concílio ""Conselho dos Deuses"" | 1762";798863;https://purl.pt/43430;https://bndigital.bnportugal.gov.pt//i/?IIIF=/e5/78/5c/ef/e5785cef-18ea-472c-884a-3e05b1032839/iiif/cam-977-p_0005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusiadas;poema epico;;Nova ed. correcta;Pernambuco : Tip. de Santos & Comp.;1843;1843;391 p.;Camões, Luís de, 1524-1580;;;;;;CAM. 977 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/798863;Livre
7454;798864;1;2;79886412;https://permalinkbnd.bnportugal.gov.pt/viewer/272380/?offset=#page=2&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos II | 1751;Episódios - Sonho d'El-Rei D. Manuel, no qual lhe aparecem os rios Indo e Ganges | 1763;798864;https://purl.pt/43423;https://bndigital.bnportugal.gov.pt//i/?IIIF=/c7/62/23/de/c76223de-5f31-4030-a77d-a7706d53fa5f/iiif/cam-978-p_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusiadas;epopeia;;Ed. popular, conforme a 2ª de 1572 com um prospecto chronologico da vida do poeta, as variações e estâncias omittidas;Porto : Impr. Portuguesa;1870;1870;XXIV, 449 p.;Camões, Luís de, 1524-1580;;;;;;CAM. 978 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/798864;Livre
7455;798881;1;5;79888115;https://permalinkbnd.bnportugal.gov.pt/viewer/272389/?offset=#page=5&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos III | 1752;Episódios - Assassínio de Inês de Castro | 1764;798881;https://purl.pt/43139;https://bndigital.bnportugal.gov.pt//i/?IIIF=/9a/df/59/a9/9adf59a9-8030-45c6-9c58-6a231a62c5ff/iiif/cam-993-p_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;A lyra de Camões;;;1.ª ed.;Porto : Impr. Portugueza;1883;1883;8 p.;Machado, Ariosto, ca 18--;;;;;;CAM. 993 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/798881;Livre
7456;800848;1;5;80084815;https://permalinkbnd.bnportugal.gov.pt/viewer/272392/?offset=#page=5&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos IV | 1753;Episódios - Aparição do gigante Adamastor na passagem do Cabo de B. Esperança | 1765;800848;https://purl.pt/43379;https://bndigital.bnportugal.gov.pt//i/?IIIF=/26/d3/2c/9a/26d32c9a-aff0-463a-9654-37de1e502cea/iiif/cam-1048-p_0003.tif/full/!300,500/0/default.jpg;Livro impresso;"Português ; Alemão";Português;Alma minha gentil;;;1.ª ed.;Porto : Impr. Ferreira de Brito;1883;1883;4 f.;Camões, Luís de, 1524-1580;;;Storck, Wilhelm, 1829-1905, Tradutor;;;CAM. 1048 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/800848;Livre
7457;800863;1;7;80086317;https://permalinkbnd.bnportugal.gov.pt/viewer/270350/?offset=#page=7&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos V | 1754;Episódios - Vénus aplaca os Ventos e a tormenta | 1766;800863;https://purl.pt/42945;https://bndigital.bnportugal.gov.pt//i/?IIIF=/10/9f/ff/c4/109fffc4-85a9-4694-a9fe-8ece7f76b5cc/iiif/cam-1058-p_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Rimas de João Xavier de Matos, entre os pastores da Arcadia Portuense Albano Erithreo, dedicadas à memoria do Grande Luiz de Camões, Principe dos Poetas Portugueses;;;1.ª ed.;Lisboa : na Regia Off. Typ.;1800;1800;2 v.;Matos, João Xavier de, 1730-1789;;;Melo, Caetano de Lima e, Editor literário;;;CAM. 1058 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/800863;Livre
7458;800870;1;13;800870113;https://permalinkbnd.bnportugal.gov.pt/viewer/274038/?offset=#page=13&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos VI | 1755;Episódios - Desembarque de Gama em Calecut | 1767;800870;https://purl.pt/43887;https://bndigital.bnportugal.gov.pt//i/?IIIF=/6d/03/e5/53/6d03e553-ce6a-40fb-9dc1-3fdf08a2a6c6/iiif/cam-1061-p_0000_000013.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Sonetos a Dona Ignez de Castro;;;1.ª ed.;Lisboa : na Officina de Filippe da Silva e Azevedo;1784;1784;15, 1 br. p.;Santos, António Ribeiro dos, 1745-1818;;;Azevedo, Filipe da Silva e, fl. 1745-1793, Impressor;;;H.G. 9789//6 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/800870;Livre
7459;801047;1;3;80104713;https://permalinkbnd.bnportugal.gov.pt/viewer/272399/?offset=#page=3&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos VII | 1756;Episódios - Segunda Audiência do Samorim a Gama | 1768;801047;https://purl.pt/43383;https://bndigital.bnportugal.gov.pt//i/?IIIF=/2e/e7/7c/38/2ee77c38-af9b-4d8d-a30d-6d8e8089f6f3/iiif/cam-1080-p_0003.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Homenagem a Luís de Camões;tricentenario 10 de Junho de 1880;;1.ª ed.;Lisboa : s.n.;1880;1880;2, XIV p.;Azevedo, J. Estevão de, ca 1880;;;;;;CAM. 1080 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/801047;Livre
7460;804699;1;8;80469918;https://permalinkbnd.bnportugal.gov.pt/viewer/274084/?offset=#page=8&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos VIII | 1757;Episódios - Ilha de Vénus | 1769;804699;https://purl.pt/43740;https://bndigital.bnportugal.gov.pt//i/?IIIF=/87/08/33/6f/8708336f-2ba1-45b9-9146-62e6c659793f/iiif/cam-14-v_0005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusiadas;poema epico;;Nova ed. correcta e dada à luz conforme a de 1817 in 4º;Paris : Livr. Portugueza de J. P. Aillaud;1836;1836;VI, 2, CX, 420 p.;Camões, Luís de, 1524-1580;;;Mateus, Morgado de, 1758-1825, Editor literário;;;CAM. 14 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/804699;Livre
7461;804707;1;8;80470718;https://permalinkbnd.bnportugal.gov.pt/viewer/272355/?offset=#page=8&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos IX | 1758;Episódios - Audiência d’El-Rei D. Manuel a Gama | 1770;804707;https://purl.pt/43403;https://bndigital.bnportugal.gov.pt//i/?IIIF=/0f/1a/3d/1d/0f1a3d1d-6792-4f88-be5e-3270be2187fd/iiif/cam-15-v_0011.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusiadas;poema epico restituido à sua primitiva linguagem, auctorisada com exemplos extrahidos dos escriptores contemporaneos a Camões, augmentado com a vida deste poeta, uma noticia ácerca de Vasco da Gama, as estancias e lições achadas;;1.ª ed.;Paris : na Livr. Europea de Baudry;1840;1840;XXXIV, 585, 1 p.;Camões, Luís de, 1524-1580;;;"Sousa, Manuel de Faria e, 1590-1649, Autor da introdução, etc. ; Fonseca, José da, 1788-1866, Autor da introdução, etc.";;;CAM. 15 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/804707;Livre
7462;804707;1;42;804707142;https://permalinkbnd.bnportugal.gov.pt/viewer/272355/?offset=#page=42&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos X | 1759;Episódios - Camões na gruta de Macau | 1760;804707;https://purl.pt/43403;https://bndigital.bnportugal.gov.pt//i/?IIIF=/0f/1a/3d/1d/0f1a3d1d-6792-4f88-be5e-3270be2187fd/iiif/cam-15-v_0011.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusiadas;poema epico restituido à sua primitiva linguagem, auctorisada com exemplos extrahidos dos escriptores contemporaneos a Camões, augmentado com a vida deste poeta, uma noticia ácerca de Vasco da Gama, as estancias e lições achadas;;1.ª ed.;Paris : na Livr. Europea de Baudry;1840;1840;XXXIV, 585, 1 p.;Camões, Luís de, 1524-1580;;;"Sousa, Manuel de Faria e, 1590-1649, Autor da introdução, etc. ; Fonseca, José da, 1788-1866, Autor da introdução, etc.";;;CAM. 15 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/804707;Livre
7463;804731;1;10;804731110;https://permalinkbnd.bnportugal.gov.pt/viewer/270138/?medianame=cam-17-v_0000_&o=volume#page=10&viewer=picture&o=volume&n=0&q=;Imagens | 1747;Episódios | 1749;Episódios - Visita do Rei de Melinde a Gama | 1761;804731;https://purl.pt/42825;https://bndigital.bnportugal.gov.pt//i/?IIIF=/c9/5c/2d/80/c95c2d80-0139-4149-b238-327b510e0b9a/iiif/cam-17-v_0000_000011.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Obras de Luiz de Camões;precedidas de um ensaio biographico, no qual se relatam alguns factos não conhecidos da sua vida augmentadas com algumas composições ineditas do poeta pelo Visconde de Juromenha;;1.ª ed.;Lisboa : Imprensa Nacional;1860;1860;6 vol.;Camões, Luís de, 1524-1580;;;Juromenha, 1807-1887, Autor da introdução, etc.;;;L. 11176 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/804731;Livre
