id;pasta;volume;imagem;ncb2;url_pagina;Categoria-1;Categoria-2;Categoria-3;ncb;purl;capa;tipo de material;língua;língua da obra original;título;subtítulo;título original;edição;publicação;data da publicação;data da publicação2;dimensões;autor;autor - organização;co-autores;autores secundários;co-autores - organizações;autores secundários - organizações;cota;coleção;id persistente;acesso
7341;367428;1;1;36742811;https://permalinkbnd.bnportugal.gov.pt/viewer/272369/?offset=#page=1&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos | 1748;Episódios - Camões na gruta de Macau | 1760;367428;https://purl.pt/43428;https://bndigital.bnportugal.gov.pt//i/?IIIF=/a3/eb/b0/67/a3ebb067-89f3-40ff-a518-1fc158846d4b/iiif/cam-479-p_0003.tif/full/!300,500/0/default.jpg;Livro impresso;Italiano;;I Lusiadi;poema;;1.ª ed.;Milano : Edoardo Sonzogno,editore;1882;1882;196 p.;Camões, Luís de, 1524-1580;;;Nervi, Antonio, 1760-1836, Tradutor;;;CAM. 479 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/367428;Livre
7342;381074;1;499;3810741499;https://permalinkbnd.bnportugal.gov.pt/viewer/274089/?offset=#page=499&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos | 1748;Episódios - Visita do Rei de Melinde a Gama | 1761;381074;https://purl.pt/43747;https://bndigital.bnportugal.gov.pt//i/?IIIF=/7d/bb/9c/38/7dbb9c38-ff88-4f0e-8125-42d713ee62f7/iiif/cam-21-a_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusíadas;edição consagrada a comemorar o terceiro centenário do poeta...;;1.ª ed.;Lisboa : Of. de Castro Irmão;1880;1880;XCIII, 422 p., 1 il.;Camões, Luís de, 1524-1580;;;"Coelho, Adolfo, 1847-1919, Revisor ; Ortigão, Ramalho, 1836-1915, Autor da introdução, etc. ; Montoro, Reinaldo Carlos, 1831-?, Autor da introdução, etc.";;Gabinete Português de Leitura, Editor literário;L. 94571 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381074;Livre
7343;381465;1;644;3814651644;https://permalinkbnd.bnportugal.gov.pt/viewer/271573/?offset=#page=644&viewer=picture&o=info&n=0&q=;Imagens | 1747;Episódios | 1749;"Episódios - Concílio ""Conselho dos Deuses"" | 1762";381465;https://purl.pt/43233;https://bndigital.bnportugal.gov.pt//i/?IIIF=/1b/9b/a2/7b/1b9ba27b-8449-49d7-b8fa-ec3081a88a08/iiif/cam-30-a_0000_000005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusíadas;profusamente illustrada com desenhos allegoricos...;;1.ª ed.;Lisboa : Silvestre Castanheiro;1898;1898;XXXIII, 599 p.;Camões, Luís de, 1524-1580;;;"Belo, António Mendes, 1842-1929, Comentador (em meio audiovisual) ; Chagas, Pinheiro, 1842-1895, Comentador (em meio audiovisual) ; Costa, José Fernandes, 1848-1920, Comentador (em meio audiovisual)";;;L. 5864 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381465;Livre
7344;381468;1;8;38146818;https://permalinkbnd.bnportugal.gov.pt/viewer/274087/?offset=#page=8&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos I | 1750;Episódios - Sonho d'El-Rei D. Manuel, no qual lhe aparecem os rios Indo e Ganges | 1763;381468;https://purl.pt/43745;https://bndigital.bnportugal.gov.pt//i/?IIIF=/e0/20/89/c0/e02089c0-dfb3-4507-bf34-b897aa5b2b44/iiif/cam-33-a_0009.tif/full/!300,500/0/default.jpg;Livro impresso;Espanhol;Português;Os Lusiadas Los Portugueses;;;Edicion acompañada del legitimo texto portugues y de copiosas notas y noticias biograficas sobre el insigne poeta ibero;Badajoz : Establecimiento Tipográfico de José Santamaría;1873;1873;263, 1 p.;Camões, Luís de, 1524-1580;;;Soler y Arqués, Carlos, 1836-1896, Tradutor;;;CAM. 33 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381468;Livre
7345;381701;1;11;381701111;https://permalinkbnd.bnportugal.gov.pt/viewer/281141/?offset=#page=11&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos II | 1751;Episódios - Assassínio de Inês de Castro | 1764;381701;https://purl.pt/43724;https://bndigital.bnportugal.gov.pt//i/?IIIF=/58/a8/a6/57/58a8a657-7fb2-4700-9b55-408036c37806/iiif/cam-40-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Poliglota;Português;Inês de Castro;episódio extraído do canto terceiro do poema épico Os Lusíadas;;1.ª ed.;Lisboa : Imprensa Nacional;1873;1873;76 p.;Camões, Luís de, 1524-1580;;;;;;CAM. 40 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381701;Livre
7346;381889;1;1;38188911;https://permalinkbnd.bnportugal.gov.pt/viewer/273118/?offset=#page=1&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos III | 1752;Episódios - Aparição do gigante Adamastor na passagem do Cabo de B. Esperança | 1765;381889;https://purl.pt/43659;https://bndigital.bnportugal.gov.pt//i/?IIIF=/5b/91/40/8a/5b91408a-4af1-4a94-bccc-2d03ee894a1c/iiif/cam-44-2-a_0000_000001.tif/full/!300,500/0/default.jpg;Periódico;Português;;Pérolas de Camões;publicação dedicada ao povo;;1.ª ed.;Lisboa : Lallement Fréres;1880;1880;;;;;;;Lallement Frères, Editor comercial;CAM. 44//2 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381889;Livre
7347;381903;1;5;38190315;https://permalinkbnd.bnportugal.gov.pt/viewer/270037/?offset=#page=5&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos IV | 1753;Episódios - Vénus aplaca os Ventos e a tormenta | 1766;381903;https://purl.pt/42920;https://bndigital.bnportugal.gov.pt//i/?IIIF=/84/00/0c/50/84000c50-b90e-4a7c-aa5e-5cb3dfef4dab/iiif/cam-45-2-a_0000_000001.tif/full/!300,500/0/default.jpg;Periódico;Polaco;;Illustrowane Tygedniowe;;;1.ª ed.;;1880;1880;;;;;;;;CAM. 45//2 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381903;Livre
7348;382749;1;7;38274917;https://permalinkbnd.bnportugal.gov.pt/viewer/270109/?offset=#page=7&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos V | 1754;Episódios - Desembarque de Gama em Calecut | 1767;382749;https://purl.pt/42835;https://bndigital.bnportugal.gov.pt//i/?IIIF=/60/58/22/4f/6058224f-9454-448f-8489-96a3a71253f5/iiif/cam-47-a_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Pretidão de amor;endechas a Bárbara escrava seguidas da respectiva tradução em várias línguas...;;1.ª ed.;Lisboa : Imprensa Nacional;1893;1893;2 v.;Camões, Luís de, 1524-1580;;;Cunha, Xavier da, 1840-1920, Autor da introdução, etc.;;;CAM. 270 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382749;Livre
7349;382749;1;19;382749119;https://permalinkbnd.bnportugal.gov.pt/viewer/270109/?offset=#page=19&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos VI | 1755;Episódios - Segunda Audiência do Samorim a Gama | 1768;382749;https://purl.pt/42835;https://bndigital.bnportugal.gov.pt//i/?IIIF=/60/58/22/4f/6058224f-9454-448f-8489-96a3a71253f5/iiif/cam-47-a_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Pretidão de amor;endechas a Bárbara escrava seguidas da respectiva tradução em várias línguas...;;1.ª ed.;Lisboa : Imprensa Nacional;1893;1893;2 v.;Camões, Luís de, 1524-1580;;;Cunha, Xavier da, 1840-1920, Autor da introdução, etc.;;;CAM. 270 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382749;Livre
7350;382749;1;23;382749123;https://permalinkbnd.bnportugal.gov.pt/viewer/270109/?offset=#page=23&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos VII | 1756;Episódios - Ilha de Vénus | 1769;382749;https://purl.pt/42835;https://bndigital.bnportugal.gov.pt//i/?IIIF=/60/58/22/4f/6058224f-9454-448f-8489-96a3a71253f5/iiif/cam-47-a_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Pretidão de amor;endechas a Bárbara escrava seguidas da respectiva tradução em várias línguas...;;1.ª ed.;Lisboa : Imprensa Nacional;1893;1893;2 v.;Camões, Luís de, 1524-1580;;;Cunha, Xavier da, 1840-1920, Autor da introdução, etc.;;;CAM. 270 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382749;Livre
7351;382834;1;11;382834111;https://permalinkbnd.bnportugal.gov.pt/viewer/273316/?offset=#page=11&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos VIII | 1757;Episódios - Audiência d’El-Rei D. Manuel a Gama | 1770;382834;https://purl.pt/43815;https://bndigital.bnportugal.gov.pt//i/?IIIF=/b6/d0/71/c6/b6d071c6-e05d-4c17-96b2-07a62e35fb7f/iiif/cam-82-1-v_0000_000005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Comemoração gloriosa da morte de Luiz de Camões 10 de Junho de 1889;;;1.ª ed.;Evora : Minerva Eborense de J. José Baptista, Rua d'Aviz;1889;1889;12, 4 p.;Barata, António Francisco, 1836-1910;;;Camões, Luís de, 1524-1580, Antecedente bibliográfico;;;CAM. 309//13 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382834;Livre
7352;382844;1;3;38284413;https://permalinkbnd.bnportugal.gov.pt/viewer/271559/?offset=#page=3&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos IX | 1758;Episódios - Camões na gruta de Macau | 1760;382844;https://purl.pt/43227;https://bndigital.bnportugal.gov.pt//i/?IIIF=/be/12/df/5e/be12df5e-248d-4e0b-823f-bb93ea5db616/iiif/cam-2058-v_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;A Luiz de Camões;com notas curiosas e tres ineditos do poeta;;1.ª ed.;Evora : Tip. Minerva, de A.F. Barata;1880;1880;24 p.;Barata, António Francisco, 1836-1910;;;Camões, Luís de, 1524-1580, Antecedente bibliográfico;;;L. 599//32 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382844;Livre
7353;382955;1;6;38295516;https://permalinkbnd.bnportugal.gov.pt/viewer/274171/?offset=#page=6&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos X | 1759;Episódios - Visita do Rei de Melinde a Gama | 1761;382955;https://purl.pt/43816;https://bndigital.bnportugal.gov.pt//i/?IIIF=/df/8e/1b/e5/df8e1be5-0f74-4fdb-9b58-5bfa696ca99d/iiif/cam-53-5-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Auto da cunhagem da medalha comemorativa das festas da Grande Comissão Portuense...;;;1.ª ed.;Porto : s. n.;1880;1880;;;Grande Comissão Portuense;;Camões, Luís de, 1524-1580, Antecedente bibliográfico;;;CAM. 53//5 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382955;Livre
7354;382972;1;14;382972114;https://permalinkbnd.bnportugal.gov.pt/viewer/274229/?offset=#page=14&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos | 1748;"Episódios - Concílio ""Conselho dos Deuses"" | 1762";382972;https://purl.pt/43819;https://bndigital.bnportugal.gov.pt//i/?IIIF=/80/3b/b9/df/803bb9df-b4de-496a-adbc-25a9d95b3638/iiif/cam-55-a_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Surrexit;homenagem a Luís de Camões;;1.ª ed.;Lisboa : Imprensa Nacional;1880;1880;;Ribeiro, Tomás, 1831-1901;;;;;;CAM. 55 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382972;Livre
7355;382978;1;7;38297817;https://permalinkbnd.bnportugal.gov.pt/viewer/274235/?offset=#page=7&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos | 1748;Episódios - Sonho d'El-Rei D. Manuel, no qual lhe aparecem os rios Indo e Ganges | 1763;382978;https://purl.pt/43823;https://bndigital.bnportugal.gov.pt//i/?IIIF=/8a/04/06/d1/8a0406d1-dcdf-40af-9ba2-5fa354405f51/iiif/cam-56-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Programa da celebração em Lisboa do terceiro centenário de Luís de Camões;comemoração promovida pela imprensa jornalística auxiliada pela Câmara Municipal;;1.ª ed.;Lisboa : Tip. Universal;1880;1880;8 p.;;;;Camões, Luís de, 1524-1580, Antecedente bibliográfico;;;CAM. 134 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382978;Livre
7356;382978;1;13;382978113;https://permalinkbnd.bnportugal.gov.pt/viewer/274235/?offset=#page=13&viewer=picture&o=info&n=0&q=;Imagens | 1747;Episódios | 1749;Episódios - Assassínio de Inês de Castro | 1764;382978;https://purl.pt/43823;https://bndigital.bnportugal.gov.pt//i/?IIIF=/8a/04/06/d1/8a0406d1-dcdf-40af-9ba2-5fa354405f51/iiif/cam-56-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Programa da celebração em Lisboa do terceiro centenário de Luís de Camões;comemoração promovida pela imprensa jornalística auxiliada pela Câmara Municipal;;1.ª ed.;Lisboa : Tip. Universal;1880;1880;8 p.;;;;Camões, Luís de, 1524-1580, Antecedente bibliográfico;;;CAM. 134 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382978;Livre
7357;382978;1;15;382978115;https://permalinkbnd.bnportugal.gov.pt/viewer/274235/?offset=#page=15&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos I | 1750;Episódios - Aparição do gigante Adamastor na passagem do Cabo de B. Esperança | 1765;382978;https://purl.pt/43823;https://bndigital.bnportugal.gov.pt//i/?IIIF=/8a/04/06/d1/8a0406d1-dcdf-40af-9ba2-5fa354405f51/iiif/cam-56-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Programa da celebração em Lisboa do terceiro centenário de Luís de Camões;comemoração promovida pela imprensa jornalística auxiliada pela Câmara Municipal;;1.ª ed.;Lisboa : Tip. Universal;1880;1880;8 p.;;;;Camões, Luís de, 1524-1580, Antecedente bibliográfico;;;CAM. 134 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382978;Livre
7358;382981;1;9;38298119;https://permalinkbnd.bnportugal.gov.pt/viewer/1880/?offset=#page=9&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos II | 1751;Episódios - Vénus aplaca os Ventos e a tormenta | 1766;382981;https://purl.pt/43818;https://bndigital.bnportugal.gov.pt//i/?IIIF=/2b/2d/51/1b/2b2d511b-4290-4cc3-b338-dffc6cbedad2/iiif/cam-57-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Relatório da Directoria do Gabinete de Leitura do Rio de Janeiro em 1880;;;1.ª ed.;Rio de Janeiro : Tip e lit. Moreira Maximino;1881;1881;;;;;;;Real Gabinete Português de Leitura do Rio de Janeiro;CAM. 57 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382981;Livre
7359;385945;1;15;385945115;https://permalinkbnd.bnportugal.gov.pt/viewer/273149/?offset=#page=15&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos III | 1752;Episódios - Desembarque de Gama em Calecut | 1767;385945;https://purl.pt/43873;https://bndigital.bnportugal.gov.pt//i/?IIIF=/ca/5d/8c/c5/ca5d8cc5-b85c-4f76-893f-7de2d31a6d43/iiif/cam-63-a_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Poliglota;Português;Álbum literário comemorativo do terceiro centenário de Luís de Camões;;;1.ª ed.;Porto : Tip. Ocidental;1880;1880;28 p.;;;;Esteves, Francisco Xavier, 1864-1944, Editor literário;;;CAM. 133 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/385945;Livre
7360;385949;1;1;38594911;https://permalinkbnd.bnportugal.gov.pt/viewer/274256/?offset=#page=1&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos IV | 1753;Episódios - Segunda Audiência do Samorim a Gama | 1768;385949;https://purl.pt/43866;https://bndigital.bnportugal.gov.pt//i/?IIIF=/06/33/d8/97/0633d897-92cc-4a30-beb0-aa004a6f6470/iiif/cam-64-1-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Homenagem a Camões;Luís de Camões e a nacionalidade portuguesa;;1.ª ed.;São Miguel : s. n.;1880;1880;;;Centro Republicano Federal de Ponta Delgada;;;;;CAM. 64//1 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/385949;Livre
7361;386935;1;1;38693511;https://permalinkbnd.bnportugal.gov.pt/viewer/273122/?offset=#page=1&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos V | 1754;Episódios - Ilha de Vénus | 1769;386935;https://purl.pt/43871;https://bndigital.bnportugal.gov.pt//i/?IIIF=/c8/18/91/78/c8189178-5871-4300-9edd-154703c6e75a/iiif/cam-64-3-a_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Vianna a Camões;comemoração do tricentenário do imortal cantor dos Lusíadas;;1.ª ed.;Viana do Castelo : André Jorge Pereira & Filho;1880;1880;;;;;;;;CAM. 64//3 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/386935;Livre
7362;386992;1;1;38699211;https://permalinkbnd.bnportugal.gov.pt/viewer/273124/?offset=#page=1&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos VI | 1755;Episódios - Audiência d’El-Rei D. Manuel a Gama | 1770;386992;https://purl.pt/43661;https://bndigital.bnportugal.gov.pt//i/?IIIF=/0c/53/05/58/0c530558-6907-414a-974d-e379f3070104/iiif/cam-64-4-a_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Homenagem da Sociedade Amizade, Recreio e Ínstrução;;;1.ª ed.;S. Miguel : Lit. dos Açores;1880;1880;;;;;Camões, Luís de, 1524-1580, Antecedente bibliográfico;;Sociedade Amizade Recreio e Ínstrução;CAM. 64//4 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/386992;Livre
7363;396405;1;1;39640511;https://permalinkbnd.bnportugal.gov.pt/viewer/36059/?offset=#page=1&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos VII | 1756;Episódios - Camões na gruta de Macau | 1760;396405;https://purl.pt/6115;https://bndigital.bnportugal.gov.pt//i/?IIIF=/11/21/33/35/11213335-0c6f-4347-8501-397d47049e54/iiif/e-2172-v_0000_1-2_p24-C-R0150_000001.tif/full/!300,500/0/default.jpg;Iconografia;Português;;Luís de Camões;;;1.ª ed.;Macau : Com. Org. Comem. Dia de Portugal de Camões e das Comunid. Portuguesas;1992;1992;1 imagem;Fialho, Fernando Jorge, 1965-;;;;;;PURL 6115/0;;http://id.bnportugal.gov.pt/bib/catbnp/396405;Interno
7364;397670;1;11;397670111;https://permalinkbnd.bnportugal.gov.pt/viewer/273150/?offset=#page=11&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos VIII | 1757;Episódios - Visita do Rei de Melinde a Gama | 1761;397670;https://purl.pt/43874;https://bndigital.bnportugal.gov.pt//i/?IIIF=/f4/b1/c2/b3/f4b1c2b3-f0bb-4cb4-b767-93d0dae46bc3/iiif/cam-70-v_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;"Português ; Francês";;Episodio da Ilha de Venus extrahido dos Lusiadas de Camões;;;1.ª ed.;Braga : Typ. Lealdade : Sociedade Democrática Recreativa;1880;1880;23 p.;Camões, Luís de, 1524-1580;;;"Caldas, José Joaquim da Silva Pereira, 1818-1903, Autor da introdução, etc. ; Cournand, Antoine de, Autor da introdução, etc.";;;L. 5895//9 A;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/397670;Livre
7365;397818;1;6;39781816;https://permalinkbnd.bnportugal.gov.pt/viewer/272368/?offset=#page=6&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos IX | 1758;"Episódios - Concílio ""Conselho dos Deuses"" | 1762";397818;https://purl.pt/43426;https://bndigital.bnportugal.gov.pt//i/?IIIF=/58/13/66/39/58136639-f7f1-4612-94b8-d6a78a970d34/iiif/cam-707-p_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusíadas;poema épico;;Nova ed., cuidadosamente revista;Lisboa : Livraria de António Maria Pereira;1891;1891;XVIII, 457 p., 2 est.;Camões, Luís de, 1524-1580;;;Silva, Inocêncio Francisco da, 1810-1876, Autor da introdução, etc.;;;CAM. 707 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/397818;Livre
7366;397822;1;7;39782217;https://permalinkbnd.bnportugal.gov.pt/viewer/274090/?offset=#page=7&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos X | 1759;Episódios - Sonho d'El-Rei D. Manuel, no qual lhe aparecem os rios Indo e Ganges | 1763;397822;https://purl.pt/43741;https://bndigital.bnportugal.gov.pt//i/?IIIF=/53/07/f6/e6/5307f6e6-7747-45f0-8d9c-435d2871d068/iiif/cam-35-v_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusíadas;;;Ed. comemorativa do IV Centenário do Descobrimento Marítimo da India;Lisboa : Typographia do Commercio;1898;1898;186 fls.;Camões, Luís de, 1524-1580;;;;;;CAM. 35 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/397822;Livre
7367;397852;1;14;397852114;https://permalinkbnd.bnportugal.gov.pt/viewer/274172/?offset=#page=14&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos | 1748;Episódios - Assassínio de Inês de Castro | 1764;397852;https://purl.pt/43811;https://bndigital.bnportugal.gov.pt//i/?IIIF=/97/d2/74/d0/97d274d0-35d0-4540-bdbb-0b1af3d4ba91/iiif/cam-45-v_0005.tif/full/!300,500/0/default.jpg;Livro impresso;"Francês ; Português";;Les Lusiades;chant primier;;Edition commemorative du septieme anniversaire du tricentenaire de Camöes;Lisboa : Imprensa Nacional;1887;1887;79 p.;Camões, Luís de, 1524-1580;;;Courtois, Henri de, Tradutor;;;L. 5907//7 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/397852;Livre
7368;397863;1;11;397863111;https://permalinkbnd.bnportugal.gov.pt/viewer/273148/?offset=#page=11&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos | 1748;Episódios - Aparição do gigante Adamastor na passagem do Cabo de B. Esperança | 1765;397863;https://purl.pt/43931;https://bndigital.bnportugal.gov.pt//i/?IIIF=/c3/91/eb/4c/c391eb4c-8bd2-4992-a05f-625f8ef77ebc/iiif/cam-69-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;A Ode de Luiz de Camões ao Conde do Redondo, restituida á sua primitiva licção;;;Edição commemorativa do 4º anniversario do Tricentenario Camoniano;Lisboa : Typographia Elzeviriana;1884;1884;22, 2 p.;Camões, Luís de, 1524-1580;;;"Cunha, Xavier da, 1840-1920, Editor literário ; Carvalho, Alfredo de, fl. 1884, Tipógrafo";;;CAM. 69 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/397863;Livre
7369;397876;1;9;39787619;https://permalinkbnd.bnportugal.gov.pt/viewer/274230/?offset=#page=9&viewer=picture&o=info&n=0&q=;Imagens | 1747;Episódios | 1749;Episódios - Vénus aplaca os Ventos e a tormenta | 1766;397876;https://purl.pt/43825;https://bndigital.bnportugal.gov.pt//i/?IIIF=/de/b5/45/9c/deb5459c-316c-4583-bb29-fa7038aaebdc/iiif/cam-59-v_0009.tif/full/!300,500/0/default.jpg;Livro impresso;Francês;Português;Sonnets choisis;;;1.ª ed.;Paris : Plon;1879;1879;VII, 40 p.;Camões, Luís de, 1524-1580;;;Cazaubon, Léonce, Tradutor;;;CAM. 59 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/397876;Livre
7370;397877;1;9;39787719;https://permalinkbnd.bnportugal.gov.pt/viewer/1576/?offset=#page=9&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos I | 1750;Episódios - Desembarque de Gama em Calecut | 1767;397877;https://purl.pt/43875;https://bndigital.bnportugal.gov.pt//i/?IIIF=/3a/34/50/28/3a345028-610d-4c37-af11-98e95904bfe5/iiif/cam-75-1-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Tercetos impressos pela primeira vez, em 1576, na História da Província de Santa Cruz, de Pedro de Magalhães Gandavo;;;1.ª ed.;Lisboa : Joaquim Eusébio dos Santos;1894;1894;12 p., 1 est.;Camões, Luís de, 1524-1580;;;Braga, Teófilo, 1843-1924, Comentador (em meio audiovisual);;;CAM. 75//1 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/397877;Livre
7371;401648;1;3;40164813;https://permalinkbnd.bnportugal.gov.pt/viewer/273125/?offset=#page=3&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos II | 1751;Episódios - Segunda Audiência do Samorim a Gama | 1768;401648;https://purl.pt/43662;https://bndigital.bnportugal.gov.pt//i/?IIIF=/c5/6f/77/dc/c56f77dc-6fe1-4b19-8eac-61a13ea62b02/iiif/cam-64-7-a_0000_000001.tif/full/!300,500/0/default.jpg;Periódico;Português;;Plutarcho portuguez;colecção de retratos e biographias dos principaes vultos historicos da civilisação portugueza;;1.ª ed.;Porto : Julio Costa, Emilio Biel;1881;1881;;;;;;;;J. 1690//7 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/401648;Livre
7372;401658;1;1;40165811;https://permalinkbnd.bnportugal.gov.pt/viewer/3/?offset=#page=1&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos III | 1752;Episódios - Ilha de Vénus | 1769;401658;https://purl.pt/43862;https://bndigital.bnportugal.gov.pt//i/?IIIF=/9e/f3/33/17/9ef33317-4c7f-4371-8da7-082d54e2724e/iiif/cam-66-2-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Victor Hugo a Camões no 3º centenário;;;1.ª ed.;Lisboa : J. Camilo Videira;1880;1880;;;;;;;;CAM. 66//2 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/401658;Livre
7373;401739;1;1;40173911;https://permalinkbnd.bnportugal.gov.pt/viewer/274260/?offset=#page=1&viewer=picture&o=info&n=0&q=;Imagens | 1747;Cantos - Cantos IV | 1753;Episódios - Audiência d’El-Rei D. Manuel a Gama | 1770;401739;https://purl.pt/43865;https://bndigital.bnportugal.gov.pt//i/?IIIF=/2d/fe/15/07/2dfe1507-1025-44a9-b149-33c026517803/iiif/cam-66-5-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Homenagem ao príncipe dos poetas peninsulares ao reconstrutor da língua portuguesa, a Luís de Camões;;;1.ª ed.;Lisboa : Emp. Dic. Univ. Português;1880;1880;4 p.;;;;;;;CAM. 66//5 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/401739;Livre
