id;pasta;volume;imagem;url_pagina;Categoria-1;Categoria-2;Categoria-3;ncb;purl;capa;tipo de material;língua;língua da obra original;título;subtítulo;título original;edição;publicação;data da publicação;data da publicação2;dimensões;autor;autor - organização;co-autores;autores secundários;co-autores - organizações;autores secundários - organizações;cota;coleção;id persistente;acesso
9456;367428;1;1;https://permalinkbnd.bnportugal.gov.pt/viewer/272369/?offset=#page=1&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos I | 557;Episódios - Camões na gruta de Macau | 567;367428;https://purl.pt/43428;https://bndigital.bnportugal.gov.pt//i/?IIIF=/a3/eb/b0/67/a3ebb067-89f3-40ff-a518-1fc158846d4b/iiif/cam-479-p_0003.tif/full/!300,500/0/default.jpg;Livro impresso;Italiano;;I Lusiadi;poema;;1.ª ed.;Milano : Edoardo Sonzogno,editore;1882;1882;196 p.;Camões, Luís de, 1524-1580;;;Nervi, Antonio, 1760-1836, Tradutor;;;CAM. 479 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/367428;Livre
9457;381074;1;499;https://permalinkbnd.bnportugal.gov.pt/viewer/274089/?offset=#page=499&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos II | 558;Episódios - Visita do Rei de Melinde a Gama | 568;381074;https://purl.pt/43747;https://bndigital.bnportugal.gov.pt//i/?IIIF=/7d/bb/9c/38/7dbb9c38-ff88-4f0e-8125-42d713ee62f7/iiif/cam-21-a_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusíadas;edição consagrada a comemorar o terceiro centenário do poeta...;;1.ª ed.;Lisboa : Of. de Castro Irmão;1880;1880;XCIII, 422 p., 1 il.;Camões, Luís de, 1524-1580;;;"Coelho, Adolfo, 1847-1919, Revisor ; Ortigão, Ramalho, 1836-1915, Autor da introdução, etc. ; Montoro, Reinaldo Carlos, 1831-?, Autor da introdução, etc.";;Gabinete Português de Leitura, Editor literário;L. 94571 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381074;Livre
9458;381465;1;644;https://permalinkbnd.bnportugal.gov.pt/viewer/271573/?offset=#page=644&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos III | 559;"Episódios - Concílio ""Conselho dos Deuses"" | 569";381465;https://purl.pt/43233;https://bndigital.bnportugal.gov.pt//i/?IIIF=/1b/9b/a2/7b/1b9ba27b-8449-49d7-b8fa-ec3081a88a08/iiif/cam-30-a_0000_000005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusíadas;profusamente illustrada com desenhos allegoricos...;;1.ª ed.;Lisboa : Silvestre Castanheiro;1898;1898;XXXIII, 599 p.;Camões, Luís de, 1524-1580;;;"Belo, António Mendes, 1842-1929, Comentador (em meio audiovisual) ; Chagas, Pinheiro, 1842-1895, Comentador (em meio audiovisual) ; Costa, José Fernandes, 1848-1920, Comentador (em meio audiovisual)";;;L. 5864 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381465;Livre
9459;381468;1;8;https://permalinkbnd.bnportugal.gov.pt/viewer/274087/?offset=#page=8&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos IV | 560;Episódios - Sonho d'El-Rei D. Manuel, no qual lhe aparecem os rios Indo e Ganges | 570;381468;https://purl.pt/43745;https://bndigital.bnportugal.gov.pt//i/?IIIF=/e0/20/89/c0/e02089c0-dfb3-4507-bf34-b897aa5b2b44/iiif/cam-33-a_0009.tif/full/!300,500/0/default.jpg;Livro impresso;Espanhol;Português;Os Lusiadas Los Portugueses;;;Edicion acompañada del legitimo texto portugues y de copiosas notas y noticias biograficas sobre el insigne poeta ibero;Badajoz : Establecimiento Tipográfico de José Santamaría;1873;1873;263, 1 p.;Camões, Luís de, 1524-1580;;;Soler y Arqués, Carlos, 1836-1896, Tradutor;;;CAM. 33 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381468;Livre
9460;381701;1;11;https://permalinkbnd.bnportugal.gov.pt/viewer/281141/?offset=#page=11&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos V | 561;Episódios - Assassínio de Inês de Castro | 571;381701;https://purl.pt/43724;https://bndigital.bnportugal.gov.pt//i/?IIIF=/58/a8/a6/57/58a8a657-7fb2-4700-9b55-408036c37806/iiif/cam-40-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Poliglota;Português;Inês de Castro;episódio extraído do canto terceiro do poema épico Os Lusíadas;;1.ª ed.;Lisboa : Imprensa Nacional;1873;1873;76 p.;Camões, Luís de, 1524-1580;;;;;;CAM. 40 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381701;Livre
9461;381889;1;1;https://permalinkbnd.bnportugal.gov.pt/viewer/273118/?offset=#page=1&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos V | 561;Episódios - Aparição do gigante Adamastor na passagem do Cabo de B. Esperança | 572;381889;https://purl.pt/43659;https://bndigital.bnportugal.gov.pt//i/?IIIF=/5b/91/40/8a/5b91408a-4af1-4a94-bccc-2d03ee894a1c/iiif/cam-44-2-a_0000_000001.tif/full/!300,500/0/default.jpg;Periódico;Português;;Pérolas de Camões;publicação dedicada ao povo;;1.ª ed.;Lisboa : Lallement Fréres;1880;1880;;;;;;;Lallement Frères, Editor comercial;CAM. 44//2 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381889;Livre
9462;381903;1;5;https://permalinkbnd.bnportugal.gov.pt/viewer/270037/?offset=#page=5&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos VII | 563;Episódios - Vénus aplaca os Ventos e a tormenta | 573;381903;https://purl.pt/42920;https://bndigital.bnportugal.gov.pt//i/?IIIF=/84/00/0c/50/84000c50-b90e-4a7c-aa5e-5cb3dfef4dab/iiif/cam-45-2-a_0000_000001.tif/full/!300,500/0/default.jpg;Periódico;Polaco;;Illustrowane Tygedniowe;;;1.ª ed.;;1880;1880;;;;;;;;CAM. 45//2 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381903;Livre
9463;382749;1;7;https://permalinkbnd.bnportugal.gov.pt/viewer/270109/?offset=#page=7&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos VIII | 564;Episódios - Desembarque de Gama em Calecut | 574;382749;https://purl.pt/42835;https://bndigital.bnportugal.gov.pt//i/?IIIF=/60/58/22/4f/6058224f-9454-448f-8489-96a3a71253f5/iiif/cam-47-a_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Pretidão de amor;endechas a Bárbara escrava seguidas da respectiva tradução em várias línguas...;;1.ª ed.;Lisboa : Imprensa Nacional;1893;1893;2 v.;Camões, Luís de, 1524-1580;;;Cunha, Xavier da, 1840-1920, Autor da introdução, etc.;;;CAM. 270 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382749;Livre
9464;382749;1;19;https://permalinkbnd.bnportugal.gov.pt/viewer/270109/?offset=#page=19&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos IX | 565;Episódios - Segunda Audiência do Samorim a Gama | 575;382749;https://purl.pt/42835;https://bndigital.bnportugal.gov.pt//i/?IIIF=/60/58/22/4f/6058224f-9454-448f-8489-96a3a71253f5/iiif/cam-47-a_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Pretidão de amor;endechas a Bárbara escrava seguidas da respectiva tradução em várias línguas...;;1.ª ed.;Lisboa : Imprensa Nacional;1893;1893;2 v.;Camões, Luís de, 1524-1580;;;Cunha, Xavier da, 1840-1920, Autor da introdução, etc.;;;CAM. 270 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382749;Livre
9465;382749;1;23;https://permalinkbnd.bnportugal.gov.pt/viewer/270109/?offset=#page=23&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos X | 566;Episódios - Ilha de Vénus | 576;382749;https://purl.pt/42835;https://bndigital.bnportugal.gov.pt//i/?IIIF=/60/58/22/4f/6058224f-9454-448f-8489-96a3a71253f5/iiif/cam-47-a_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Pretidão de amor;endechas a Bárbara escrava seguidas da respectiva tradução em várias línguas...;;1.ª ed.;Lisboa : Imprensa Nacional;1893;1893;2 v.;Camões, Luís de, 1524-1580;;;Cunha, Xavier da, 1840-1920, Autor da introdução, etc.;;;CAM. 270 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382749;Livre
9466;382834;1;11;https://permalinkbnd.bnportugal.gov.pt/viewer/273316/?offset=#page=11&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos I | 557;Episódios - Audiência d’El-Rei D. Manuel a Gama | 577;382834;https://purl.pt/43815;https://bndigital.bnportugal.gov.pt//i/?IIIF=/b6/d0/71/c6/b6d071c6-e05d-4c17-96b2-07a62e35fb7f/iiif/cam-82-1-v_0000_000005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Comemoração gloriosa da morte de Luiz de Camões 10 de Junho de 1889;;;1.ª ed.;Evora : Minerva Eborense de J. José Baptista, Rua d'Aviz;1889;1889;12, 4 p.;Barata, António Francisco, 1836-1910;;;Camões, Luís de, 1524-1580, Antecedente bibliográfico;;;CAM. 309//13 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382834;Livre
9467;382844;1;3;https://permalinkbnd.bnportugal.gov.pt/viewer/271559/?offset=#page=3&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos II | 558;Episódios - Camões na gruta de Macau | 567;382844;https://purl.pt/43227;https://bndigital.bnportugal.gov.pt//i/?IIIF=/be/12/df/5e/be12df5e-248d-4e0b-823f-bb93ea5db616/iiif/cam-2058-v_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;A Luiz de Camões;com notas curiosas e tres ineditos do poeta;;1.ª ed.;Evora : Tip. Minerva, de A.F. Barata;1880;1880;24 p.;Barata, António Francisco, 1836-1910;;;Camões, Luís de, 1524-1580, Antecedente bibliográfico;;;L. 599//32 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382844;Livre
9468;382955;1;6;https://permalinkbnd.bnportugal.gov.pt/viewer/274171/?offset=#page=6&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos III | 559;Episódios - Visita do Rei de Melinde a Gama | 568;382955;https://purl.pt/43816;https://bndigital.bnportugal.gov.pt//i/?IIIF=/df/8e/1b/e5/df8e1be5-0f74-4fdb-9b58-5bfa696ca99d/iiif/cam-53-5-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Auto da cunhagem da medalha comemorativa das festas da Grande Comissão Portuense...;;;1.ª ed.;Porto : s. n.;1880;1880;;;Grande Comissão Portuense;;Camões, Luís de, 1524-1580, Antecedente bibliográfico;;;CAM. 53//5 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382955;Livre
9469;382972;1;14;https://permalinkbnd.bnportugal.gov.pt/viewer/274229/?offset=#page=14&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos IV | 560;"Episódios - Concílio ""Conselho dos Deuses"" | 569";382972;https://purl.pt/43819;https://bndigital.bnportugal.gov.pt//i/?IIIF=/80/3b/b9/df/803bb9df-b4de-496a-adbc-25a9d95b3638/iiif/cam-55-a_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Surrexit;homenagem a Luís de Camões;;1.ª ed.;Lisboa : Imprensa Nacional;1880;1880;;Ribeiro, Tomás, 1831-1901;;;;;;CAM. 55 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382972;Livre
9470;382978;1;7;https://permalinkbnd.bnportugal.gov.pt/viewer/274235/?offset=#page=7&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos V | 561;Episódios - Sonho d'El-Rei D. Manuel, no qual lhe aparecem os rios Indo e Ganges | 570;382978;https://purl.pt/43823;https://bndigital.bnportugal.gov.pt//i/?IIIF=/8a/04/06/d1/8a0406d1-dcdf-40af-9ba2-5fa354405f51/iiif/cam-56-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Programa da celebração em Lisboa do terceiro centenário de Luís de Camões;comemoração promovida pela imprensa jornalística auxiliada pela Câmara Municipal;;1.ª ed.;Lisboa : Tip. Universal;1880;1880;8 p.;;;;Camões, Luís de, 1524-1580, Antecedente bibliográfico;;;CAM. 134 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382978;Livre
9471;382978;1;13;https://permalinkbnd.bnportugal.gov.pt/viewer/274235/?offset=#page=13&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos V | 561;Episódios - Assassínio de Inês de Castro | 571;382978;https://purl.pt/43823;https://bndigital.bnportugal.gov.pt//i/?IIIF=/8a/04/06/d1/8a0406d1-dcdf-40af-9ba2-5fa354405f51/iiif/cam-56-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Programa da celebração em Lisboa do terceiro centenário de Luís de Camões;comemoração promovida pela imprensa jornalística auxiliada pela Câmara Municipal;;1.ª ed.;Lisboa : Tip. Universal;1880;1880;8 p.;;;;Camões, Luís de, 1524-1580, Antecedente bibliográfico;;;CAM. 134 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382978;Livre
9472;382978;1;15;https://permalinkbnd.bnportugal.gov.pt/viewer/274235/?offset=#page=15&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos VII | 563;Episódios - Aparição do gigante Adamastor na passagem do Cabo de B. Esperança | 572;382978;https://purl.pt/43823;https://bndigital.bnportugal.gov.pt//i/?IIIF=/8a/04/06/d1/8a0406d1-dcdf-40af-9ba2-5fa354405f51/iiif/cam-56-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Programa da celebração em Lisboa do terceiro centenário de Luís de Camões;comemoração promovida pela imprensa jornalística auxiliada pela Câmara Municipal;;1.ª ed.;Lisboa : Tip. Universal;1880;1880;8 p.;;;;Camões, Luís de, 1524-1580, Antecedente bibliográfico;;;CAM. 134 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382978;Livre
9473;382981;1;9;https://permalinkbnd.bnportugal.gov.pt/viewer/1880/?offset=#page=9&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos VIII | 564;Episódios - Vénus aplaca os Ventos e a tormenta | 573;382981;https://purl.pt/43818;https://bndigital.bnportugal.gov.pt//i/?IIIF=/2b/2d/51/1b/2b2d511b-4290-4cc3-b338-dffc6cbedad2/iiif/cam-57-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Relatório da Directoria do Gabinete de Leitura do Rio de Janeiro em 1880;;;1.ª ed.;Rio de Janeiro : Tip e lit. Moreira Maximino;1881;1881;;;;;;;Real Gabinete Português de Leitura do Rio de Janeiro;CAM. 57 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382981;Livre
9474;385945;1;15;https://permalinkbnd.bnportugal.gov.pt/viewer/273149/?offset=#page=15&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos IX | 565;Episódios - Desembarque de Gama em Calecut | 574;385945;https://purl.pt/43873;https://bndigital.bnportugal.gov.pt//i/?IIIF=/ca/5d/8c/c5/ca5d8cc5-b85c-4f76-893f-7de2d31a6d43/iiif/cam-63-a_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Poliglota;Português;Álbum literário comemorativo do terceiro centenário de Luís de Camões;;;1.ª ed.;Porto : Tip. Ocidental;1880;1880;28 p.;;;;Esteves, Francisco Xavier, 1864-1944, Editor literário;;;CAM. 133 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/385945;Livre
9475;385949;1;1;https://permalinkbnd.bnportugal.gov.pt/viewer/274256/?offset=#page=1&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos X | 566;Episódios - Segunda Audiência do Samorim a Gama | 575;385949;https://purl.pt/43866;https://bndigital.bnportugal.gov.pt//i/?IIIF=/06/33/d8/97/0633d897-92cc-4a30-beb0-aa004a6f6470/iiif/cam-64-1-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Homenagem a Camões;Luís de Camões e a nacionalidade portuguesa;;1.ª ed.;São Miguel : s. n.;1880;1880;;;Centro Republicano Federal de Ponta Delgada;;;;;CAM. 64//1 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/385949;Livre
9476;386935;1;1;https://permalinkbnd.bnportugal.gov.pt/viewer/273122/?offset=#page=1&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos I | 557;Episódios - Ilha de Vénus | 576;386935;https://purl.pt/43871;https://bndigital.bnportugal.gov.pt//i/?IIIF=/c8/18/91/78/c8189178-5871-4300-9edd-154703c6e75a/iiif/cam-64-3-a_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Vianna a Camões;comemoração do tricentenário do imortal cantor dos Lusíadas;;1.ª ed.;Viana do Castelo : André Jorge Pereira & Filho;1880;1880;;;;;;;;CAM. 64//3 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/386935;Livre
9477;386992;1;1;https://permalinkbnd.bnportugal.gov.pt/viewer/273124/?offset=#page=1&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos II | 558;Episódios - Audiência d’El-Rei D. Manuel a Gama | 577;386992;https://purl.pt/43661;https://bndigital.bnportugal.gov.pt//i/?IIIF=/0c/53/05/58/0c530558-6907-414a-974d-e379f3070104/iiif/cam-64-4-a_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Homenagem da Sociedade Amizade, Recreio e Ínstrução;;;1.ª ed.;S. Miguel : Lit. dos Açores;1880;1880;;;;;Camões, Luís de, 1524-1580, Antecedente bibliográfico;;Sociedade Amizade Recreio e Ínstrução;CAM. 64//4 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/386992;Livre
9478;396405;1;1;https://permalinkbnd.bnportugal.gov.pt/viewer/36059/?offset=#page=1&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos III | 559;Episódios - Camões na gruta de Macau | 567;396405;https://purl.pt/6115;https://bndigital.bnportugal.gov.pt//i/?IIIF=/11/21/33/35/11213335-0c6f-4347-8501-397d47049e54/iiif/e-2172-v_0000_1-2_p24-C-R0150_000001.tif/full/!300,500/0/default.jpg;Iconografia;Português;;Luís de Camões;;;1.ª ed.;Macau : Com. Org. Comem. Dia de Portugal de Camões e das Comunid. Portuguesas;1992;1992;1 imagem;Fialho, Fernando Jorge, 1965-;;;;;;PURL 6115/0;;http://id.bnportugal.gov.pt/bib/catbnp/396405;Interno
9479;397670;1;11;https://permalinkbnd.bnportugal.gov.pt/viewer/273150/?offset=#page=11&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos IV | 560;Episódios - Visita do Rei de Melinde a Gama | 568;397670;https://purl.pt/43874;https://bndigital.bnportugal.gov.pt//i/?IIIF=/f4/b1/c2/b3/f4b1c2b3-f0bb-4cb4-b767-93d0dae46bc3/iiif/cam-70-v_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;"Português ; Francês";;Episodio da Ilha de Venus extrahido dos Lusiadas de Camões;;;1.ª ed.;Braga : Typ. Lealdade : Sociedade Democrática Recreativa;1880;1880;23 p.;Camões, Luís de, 1524-1580;;;"Caldas, José Joaquim da Silva Pereira, 1818-1903, Autor da introdução, etc. ; Cournand, Antoine de, Autor da introdução, etc.";;;L. 5895//9 A;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/397670;Livre
9480;397818;1;6;https://permalinkbnd.bnportugal.gov.pt/viewer/272368/?offset=#page=6&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos V | 561;"Episódios - Concílio ""Conselho dos Deuses"" | 569";397818;https://purl.pt/43426;https://bndigital.bnportugal.gov.pt//i/?IIIF=/58/13/66/39/58136639-f7f1-4612-94b8-d6a78a970d34/iiif/cam-707-p_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusíadas;poema épico;;Nova ed., cuidadosamente revista;Lisboa : Livraria de António Maria Pereira;1891;1891;XVIII, 457 p., 2 est.;Camões, Luís de, 1524-1580;;;Silva, Inocêncio Francisco da, 1810-1876, Autor da introdução, etc.;;;CAM. 707 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/397818;Livre
9481;397822;1;7;https://permalinkbnd.bnportugal.gov.pt/viewer/274090/?offset=#page=7&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos V | 561;Episódios - Sonho d'El-Rei D. Manuel, no qual lhe aparecem os rios Indo e Ganges | 570;397822;https://purl.pt/43741;https://bndigital.bnportugal.gov.pt//i/?IIIF=/53/07/f6/e6/5307f6e6-7747-45f0-8d9c-435d2871d068/iiif/cam-35-v_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusíadas;;;Ed. comemorativa do IV Centenário do Descobrimento Marítimo da India;Lisboa : Typographia do Commercio;1898;1898;186 fls.;Camões, Luís de, 1524-1580;;;;;;CAM. 35 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/397822;Livre
9482;397852;1;14;https://permalinkbnd.bnportugal.gov.pt/viewer/274172/?offset=#page=14&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos VII | 563;Episódios - Assassínio de Inês de Castro | 571;397852;https://purl.pt/43811;https://bndigital.bnportugal.gov.pt//i/?IIIF=/97/d2/74/d0/97d274d0-35d0-4540-bdbb-0b1af3d4ba91/iiif/cam-45-v_0005.tif/full/!300,500/0/default.jpg;Livro impresso;"Francês ; Português";;Les Lusiades;chant primier;;Edition commemorative du septieme anniversaire du tricentenaire de Camöes;Lisboa : Imprensa Nacional;1887;1887;79 p.;Camões, Luís de, 1524-1580;;;Courtois, Henri de, Tradutor;;;L. 5907//7 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/397852;Livre
9483;397863;1;11;https://permalinkbnd.bnportugal.gov.pt/viewer/273148/?offset=#page=11&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos VIII | 564;Episódios - Aparição do gigante Adamastor na passagem do Cabo de B. Esperança | 572;397863;https://purl.pt/43931;https://bndigital.bnportugal.gov.pt//i/?IIIF=/c3/91/eb/4c/c391eb4c-8bd2-4992-a05f-625f8ef77ebc/iiif/cam-69-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;A Ode de Luiz de Camões ao Conde do Redondo, restituida á sua primitiva licção;;;Edição commemorativa do 4º anniversario do Tricentenario Camoniano;Lisboa : Typographia Elzeviriana;1884;1884;22, 2 p.;Camões, Luís de, 1524-1580;;;"Cunha, Xavier da, 1840-1920, Editor literário ; Carvalho, Alfredo de, fl. 1884, Tipógrafo";;;CAM. 69 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/397863;Livre
9484;397876;1;9;https://permalinkbnd.bnportugal.gov.pt/viewer/274230/?offset=#page=9&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos IX | 565;Episódios - Vénus aplaca os Ventos e a tormenta | 573;397876;https://purl.pt/43825;https://bndigital.bnportugal.gov.pt//i/?IIIF=/de/b5/45/9c/deb5459c-316c-4583-bb29-fa7038aaebdc/iiif/cam-59-v_0009.tif/full/!300,500/0/default.jpg;Livro impresso;Francês;Português;Sonnets choisis;;;1.ª ed.;Paris : Plon;1879;1879;VII, 40 p.;Camões, Luís de, 1524-1580;;;Cazaubon, Léonce, Tradutor;;;CAM. 59 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/397876;Livre
9485;397877;1;9;https://permalinkbnd.bnportugal.gov.pt/viewer/1576/?offset=#page=9&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos I | 557;Episódios - Desembarque de Gama em Calecut | 574;397877;https://purl.pt/43875;https://bndigital.bnportugal.gov.pt//i/?IIIF=/3a/34/50/28/3a345028-610d-4c37-af11-98e95904bfe5/iiif/cam-75-1-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Tercetos impressos pela primeira vez, em 1576, na História da Província de Santa Cruz, de Pedro de Magalhães Gandavo;;;1.ª ed.;Lisboa : Joaquim Eusébio dos Santos;1894;1894;12 p., 1 est.;Camões, Luís de, 1524-1580;;;Braga, Teófilo, 1843-1924, Comentador (em meio audiovisual);;;CAM. 75//1 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/397877;Livre
9486;401648;1;3;https://permalinkbnd.bnportugal.gov.pt/viewer/273125/?offset=#page=3&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos II | 558;Episódios - Segunda Audiência do Samorim a Gama | 575;401648;https://purl.pt/43662;https://bndigital.bnportugal.gov.pt//i/?IIIF=/c5/6f/77/dc/c56f77dc-6fe1-4b19-8eac-61a13ea62b02/iiif/cam-64-7-a_0000_000001.tif/full/!300,500/0/default.jpg;Periódico;Português;;Plutarcho portuguez;colecção de retratos e biographias dos principaes vultos historicos da civilisação portugueza;;1.ª ed.;Porto : Julio Costa, Emilio Biel;1881;1881;;;;;;;;J. 1690//7 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/401648;Livre
9487;401658;1;1;https://permalinkbnd.bnportugal.gov.pt/viewer/3/?offset=#page=1&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos III | 559;Episódios - Ilha de Vénus | 576;401658;https://purl.pt/43862;https://bndigital.bnportugal.gov.pt//i/?IIIF=/9e/f3/33/17/9ef33317-4c7f-4371-8da7-082d54e2724e/iiif/cam-66-2-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Victor Hugo a Camões no 3º centenário;;;1.ª ed.;Lisboa : J. Camilo Videira;1880;1880;;;;;;;;CAM. 66//2 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/401658;Livre
9488;401739;1;1;https://permalinkbnd.bnportugal.gov.pt/viewer/274260/?offset=#page=1&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos IV | 560;Episódios - Audiência d’El-Rei D. Manuel a Gama | 577;401739;https://purl.pt/43865;https://bndigital.bnportugal.gov.pt//i/?IIIF=/2d/fe/15/07/2dfe1507-1025-44a9-b149-33c026517803/iiif/cam-66-5-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Homenagem ao príncipe dos poetas peninsulares ao reconstrutor da língua portuguesa, a Luís de Camões;;;1.ª ed.;Lisboa : Emp. Dic. Univ. Português;1880;1880;4 p.;;;;;;;CAM. 66//5 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/401739;Livre
9489;402086;1;16;https://permalinkbnd.bnportugal.gov.pt/viewer/274280/?offset=#page=16&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos V | 561;Episódios - Camões na gruta de Macau | 567;402086;https://purl.pt/43891;https://bndigital.bnportugal.gov.pt//i/?IIIF=/dc/d1/27/77/dcd12777-3117-4eb1-94d0-a5bb23f4e7b6/iiif/cam-69-a_0005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Collecção Camoneana de José do Canto;tentativa de um catalogo methodico e remissivo;;1.ª ed.;Lisboa : Imprensa Nacional;1895;1895;XI, 357, 5 p.;Canto, José do, 1820-1898;;;Reis, Jaime Batalha, 1847-1935, Antigo possuidor;;;CAM. 69 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/402086;Livre
