id;pasta;volume;imagem;url_pagina;Categoria-1;Categoria-2;Categoria-3;ncb;purl;capa;tipo de material;língua;língua da obra original;título;subtítulo;título original;edição;publicação;data da publicação;data da publicação2;dimensões;autor;autor - organização;co-autores;autores secundários;co-autores - organizações;autores secundários - organizações;cota;coleção;id persistente;acesso
9836;1072941;1;11;https://permalinkbnd.bnportugal.gov.pt/viewer/279513/?offset=#page=11&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos VII | 563;Episódios - Sonho d'El-Rei D. Manuel, no qual lhe aparecem os rios Indo e Ganges | 570;1072941;https://purl.pt/45115;https://bndigital.bnportugal.gov.pt//i/?IIIF=/1d/ec/23/82/1dec2382-4086-4ea6-bdde-935a2fdf4f94/iiif/cam-1922-v_0011.tif/full/!300,500/0/default.jpg;Livro impresso;Neerlandês;;Ines de Castro;treurspel;;1.ª ed.;Amsterdam : Johannes Allart;1793;1793;VI, 4, 103 p.;Feith, Rhijnvis, 1753-1824;;;"Vinkeles, Reinier, 1741-1816, Gravador ; Allart, Johannes, 1754-1816, Impressor";;;CAM. 1922 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/1072941;Livre
9837;1072941;1;21;https://permalinkbnd.bnportugal.gov.pt/viewer/279513/?offset=#page=21&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos VIII | 564;Episódios - Assassínio de Inês de Castro | 571;1072941;https://purl.pt/45115;https://bndigital.bnportugal.gov.pt//i/?IIIF=/1d/ec/23/82/1dec2382-4086-4ea6-bdde-935a2fdf4f94/iiif/cam-1922-v_0011.tif/full/!300,500/0/default.jpg;Livro impresso;Neerlandês;;Ines de Castro;treurspel;;1.ª ed.;Amsterdam : Johannes Allart;1793;1793;VI, 4, 103 p.;Feith, Rhijnvis, 1753-1824;;;"Vinkeles, Reinier, 1741-1816, Gravador ; Allart, Johannes, 1754-1816, Impressor";;;CAM. 1922 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/1072941;Livre
9838;1073970;1;7;https://permalinkbnd.bnportugal.gov.pt/viewer/279512/?offset=#page=7&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos IX | 565;Episódios - Aparição do gigante Adamastor na passagem do Cabo de B. Esperança | 572;1073970;https://purl.pt/45107;https://bndigital.bnportugal.gov.pt//i/?IIIF=/0f/2b/9e/5e/0f2b9e5e-a746-407d-82e7-f13f0cf94439/iiif/cam-1925-v_0005.tif/full/!300,500/0/default.jpg;Livro impresso;Italiano;;Italia drammatica;dramma in cinque atti ed epilogo;;1.ª ed.;Torino : Tip. Italiana : alle libr. Fontana, Schiepatti, Magnaghi, Giannini e Fiore, Toscanelli;1851;1851;30 p.;Fortis, Leone, 1824?-1898;;;;;;CAM. 1925 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/1073970;Livre
9839;258643;1;10;https://permalinkbnd.bnportugal.gov.pt/viewer/276787/?offset=#page=10&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos X | 566;Episódios - Vénus aplaca os Ventos e a tormenta | 573;258643;https://purl.pt/44283;https://bndigital.bnportugal.gov.pt//i/?IIIF=/f3/af/6e/48/f3af6e48-13e7-4578-bdde-48afb7f26984/iiif/cam-193-p_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusiadas;poema epico;;1.ª ed.;"Rio de Janeiro ; ; Pariz : H. Garnier";1899;1899;XXXIII, 1 br., 464, 1 p., 1 estampa;Camões, Luís de, 1524-1580;;;"Pinheiro, Fernandes, 1825-1876, Autor da introdução, etc. ; Veríssimo, José, 1857-1916, Autor da introdução, etc. ; Garnier, Hippolyte, 1816-1911, Editor comercial";;;CAM. 193 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/258643;Livre
9840;1725327;1;1;https://permalinkbnd.bnportugal.gov.pt/viewer/275409/?offset=#page=1&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos I | 557;Episódios - Desembarque de Gama em Calecut | 574;1725327;https://purl.pt/43985;https://bndigital.bnportugal.gov.pt//i/?IIIF=/50/a8/ba/84/50a8ba84-490a-495e-8d3d-d157e59d9fa6/iiif/cam-2038-v_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Italiano;;Luigi Camoens;dramma in quattro atti di Giacomo Riccio;;1.ª ed.;Napoli : Stabilimento Tipografico Seguin, strada Banchi Nuovi, 13;1842;1842;19, 1 br. p.;Riccio, Giacomo, 18--;;;;;;CAM. 2038 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/1725327;Livre
9841;388329;1;14;https://permalinkbnd.bnportugal.gov.pt/viewer/273746/?offset=#page=14&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos II | 558;Episódios - Segunda Audiência do Samorim a Gama | 575;388329;https://purl.pt/44029;https://bndigital.bnportugal.gov.pt//i/?IIIF=/cb/a6/8a/40/cba68a40-0fbd-4463-ab68-fb1a21c26eeb/iiif/cam-206-v_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Vasco da Gama e a Vidigueira;;;1.ª ed.;Lisboa : Imprensa Nacional;1898;1898;XXXVII, 3, 303, 1 br. p., 10 extratextos, desdobr., mapas;Aragão, Augusto Carlos Teixeira de, 1823-1903;;;Vilhena, Ernesto Jardim de, 1876-1967, Antigo possuidor;;Sociedade de Geografia de Lisboa, Nome associado;H.G. 4333 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/388329;Livre
9842;388329;1;74;https://permalinkbnd.bnportugal.gov.pt/viewer/273746/?offset=#page=74&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos III | 559;Episódios - Ilha de Vénus | 576;388329;https://purl.pt/44029;https://bndigital.bnportugal.gov.pt//i/?IIIF=/cb/a6/8a/40/cba68a40-0fbd-4463-ab68-fb1a21c26eeb/iiif/cam-206-v_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Vasco da Gama e a Vidigueira;;;1.ª ed.;Lisboa : Imprensa Nacional;1898;1898;XXXVII, 3, 303, 1 br. p., 10 extratextos, desdobr., mapas;Aragão, Augusto Carlos Teixeira de, 1823-1903;;;Vilhena, Ernesto Jardim de, 1876-1967, Antigo possuidor;;Sociedade de Geografia de Lisboa, Nome associado;H.G. 4333 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/388329;Livre
9843;388329;1;89;https://permalinkbnd.bnportugal.gov.pt/viewer/273746/?offset=#page=89&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos IV | 560;Episódios - Audiência d’El-Rei D. Manuel a Gama | 577;388329;https://purl.pt/44029;https://bndigital.bnportugal.gov.pt//i/?IIIF=/cb/a6/8a/40/cba68a40-0fbd-4463-ab68-fb1a21c26eeb/iiif/cam-206-v_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Vasco da Gama e a Vidigueira;;;1.ª ed.;Lisboa : Imprensa Nacional;1898;1898;XXXVII, 3, 303, 1 br. p., 10 extratextos, desdobr., mapas;Aragão, Augusto Carlos Teixeira de, 1823-1903;;;Vilhena, Ernesto Jardim de, 1876-1967, Antigo possuidor;;Sociedade de Geografia de Lisboa, Nome associado;H.G. 4333 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/388329;Livre
9844;388329;1;103;https://permalinkbnd.bnportugal.gov.pt/viewer/273746/?offset=#page=103&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos V | 561;Episódios - Camões na gruta de Macau | 567;388329;https://purl.pt/44029;https://bndigital.bnportugal.gov.pt//i/?IIIF=/cb/a6/8a/40/cba68a40-0fbd-4463-ab68-fb1a21c26eeb/iiif/cam-206-v_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Vasco da Gama e a Vidigueira;;;1.ª ed.;Lisboa : Imprensa Nacional;1898;1898;XXXVII, 3, 303, 1 br. p., 10 extratextos, desdobr., mapas;Aragão, Augusto Carlos Teixeira de, 1823-1903;;;Vilhena, Ernesto Jardim de, 1876-1967, Antigo possuidor;;Sociedade de Geografia de Lisboa, Nome associado;H.G. 4333 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/388329;Livre
9845;1951715;1;10;https://permalinkbnd.bnportugal.gov.pt/viewer/275415/?offset=#page=10&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos V | 561;Episódios - Visita do Rei de Melinde a Gama | 568;1951715;https://purl.pt/43981;https://bndigital.bnportugal.gov.pt//i/?IIIF=/02/c2/b2/f7/02c2b2f7-35e0-47f1-8687-16a440c04cdb/iiif/cam-2123-v_0006.tif/full/!300,500/0/default.jpg;Livro impresso;Francês;;Camoëns, drame historique en cinq actes;;;1.ª ed.;A Paris : chez Barba, Libraire, Palais-Royal : chez Bezou, boulevart Saint-Martin;1829;1829;6, 135, 1 br. p.;Martin-Deslandes, 18--;;;Ferreira, J. Pinto, Antigo possuidor;;;CAM. 2123 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/1951715;Livre
9846;252438;1;5;https://permalinkbnd.bnportugal.gov.pt/viewer/277335/?offset=#page=5&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos VII | 563;"Episódios - Concílio ""Conselho dos Deuses"" | 569";252438;https://purl.pt/44317;https://bndigital.bnportugal.gov.pt//i/?IIIF=/bf/89/eb/26/bf89eb26-5b3e-47b7-9d40-2d548d1b57ae/iiif/cam-213-a_0005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;O Litterario;homenagem a Camões, 10 de Junho de 1880;;1.ª ed.;Porto : Typ. da Palavra;1880;1880;p. 77 - 84;;;;;;;CAM. 213 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/252438;Livre
9847;259140;1;8;https://permalinkbnd.bnportugal.gov.pt/viewer/273811/?offset=#page=8&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos VIII | 564;Episódios - Sonho d'El-Rei D. Manuel, no qual lhe aparecem os rios Indo e Ganges | 570;259140;https://purl.pt/44110;https://bndigital.bnportugal.gov.pt//i/?IIIF=/19/18/83/ae/191883ae-fa38-402d-984c-48c1d84f9eb5/iiif/cam-218-p_0000_000005.tif/full/!300,500/0/default.jpg;Livro impresso;Francês;;La Lusiade de Louis Camoens poëme héroïque en dix chants, traduit du portugais, avec des notes et la vie de lauteur, par La Harpe, de LAcadémie française;;;1.ª ed.;A Paris : chez Verdière, Libraire;1820;1820;316 p., 1 f. il.;Camões, Luís de, 1524-1580;;;"La Harpe, Jean François de, 1739-1803, Tradutor ; Gérard, François, 1770-1837, Ilustrador ; Roger, Barthèlemy, Ilustrador";;;CAM. 218 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/259140;Livre
9848;855528;1;49;https://permalinkbnd.bnportugal.gov.pt/viewer/273796/?offset=#page=49&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos IX | 565;Episódios - Assassínio de Inês de Castro | 571;855528;https://purl.pt/43963;https://bndigital.bnportugal.gov.pt//i/?IIIF=/d9/93/1f/03/d9931f03-be6a-4bc5-9e87-a558fd32b07b/iiif/cam-219-v_0000_000011.tif/full/!300,500/0/default.jpg;Livro impresso;"Português ; Espanhol ; Italiano ; Francês ; Alemão ; Inglês";;Lembrança do quarto centenario do descobrimento da India;offerecida á Marinha e composta dos trechos que mais se prendem com o assumpto, tirados do poema de Luiz de Camões Os Lusiadas...;;1.ª ed.;Lisboa : Typographia Castro Irmão;1898;1898;48 p.;Camões, Luís de, 1524-1580;;;"Sá, Ernesto Moreira de, 1841-1915, Compilador ; Gómez de Tapia, Luis, 15--, Tradutor ; Briccolani, A., Tradutor ; Cool, A. de, Tradutor ; Storck, Wilhelm, 1829-1905, Tradutor ; Aubertin, John James, ca 1878, Tradutor";;;CAM. 219 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/855528;Livre
9849;855528;1;51;https://permalinkbnd.bnportugal.gov.pt/viewer/273796/?offset=#page=51&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos X | 566;Episódios - Aparição do gigante Adamastor na passagem do Cabo de B. Esperança | 572;855528;https://purl.pt/43963;https://bndigital.bnportugal.gov.pt//i/?IIIF=/d9/93/1f/03/d9931f03-be6a-4bc5-9e87-a558fd32b07b/iiif/cam-219-v_0000_000011.tif/full/!300,500/0/default.jpg;Livro impresso;"Português ; Espanhol ; Italiano ; Francês ; Alemão ; Inglês";;Lembrança do quarto centenario do descobrimento da India;offerecida á Marinha e composta dos trechos que mais se prendem com o assumpto, tirados do poema de Luiz de Camões Os Lusiadas...;;1.ª ed.;Lisboa : Typographia Castro Irmão;1898;1898;48 p.;Camões, Luís de, 1524-1580;;;"Sá, Ernesto Moreira de, 1841-1915, Compilador ; Gómez de Tapia, Luis, 15--, Tradutor ; Briccolani, A., Tradutor ; Cool, A. de, Tradutor ; Storck, Wilhelm, 1829-1905, Tradutor ; Aubertin, John James, ca 1878, Tradutor";;;CAM. 219 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/855528;Livre
9850;381381;1;10;https://permalinkbnd.bnportugal.gov.pt/viewer/273101/?offset=#page=10&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos I | 557;Episódios - Vénus aplaca os Ventos e a tormenta | 573;381381;https://purl.pt/44010;https://bndigital.bnportugal.gov.pt//i/?IIIF=/40/11/2b/50/40112b50-448a-4af8-9acf-f37ad3446f4e/iiif/cam-23-a_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusiadas;;;Edição commemorativa do terceiro centenario do poeta, constando de cincoenta e dous exemplares numerados;Lisboa : David Corazzi;1880;1880;XXV, 1 br., 401, 3 p.;Camões, Luís de, 1524-1580;;;Coelho, Latino, 1825-1891, Autor da introdução, etc.;;;CAM. 23 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381381;Livre
9851;259434;1;10;https://permalinkbnd.bnportugal.gov.pt/viewer/277366/?offset=#page=10&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos II | 558;Episódios - Desembarque de Gama em Calecut | 574;259434;https://purl.pt/44331;https://bndigital.bnportugal.gov.pt//i/?IIIF=/70/61/0b/88/70610b88-fdc0-4a58-8c43-3c1c039be1d0/iiif/cam-231-p_0011.tif/full/!300,500/0/default.jpg;Livro impresso;Italiano;;La Lusiade o sia la scorpeta delle Inde Orientali fatta da Portoghesi;;;Ed. ora nello stesso metro tradotta in italiano da N.N. piemontese;Torino : presso li Fratelli Reycends;1772;1772;XXVI, 2, 304 p.;Camões, Luís de, 1524-1580;;;Gazzano, Miguel Antonio, Tradutor;;;CAM. 231 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/259434;Livre
9852;913393;1;9;https://permalinkbnd.bnportugal.gov.pt/viewer/277369/?offset=#page=9&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos III | 559;Episódios - Segunda Audiência do Samorim a Gama | 575;913393;https://purl.pt/44332;https://bndigital.bnportugal.gov.pt//i/?IIIF=/44/70/7d/ae/44707dae-1515-4f2b-b542-18a686f168ae/iiif/cam-239-a_0005.tif/full/!300,500/0/default.jpg;Iconografia;Português;;Retrato de Luiz de Camões;;;Edição comemorativa do terceiro aniversário do mesmo tri-centenário;Lisboa : Tip. Castro e Irmão;1883;1883;1 gravura;;;;;;;CAM. 239 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/913393;Livre
9853;857274;1;15;https://permalinkbnd.bnportugal.gov.pt/viewer/277364/?offset=#page=15&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos IV | 560;Episódios - Ilha de Vénus | 576;857274;https://purl.pt/44333;https://bndigital.bnportugal.gov.pt//i/?IIIF=/54/e8/00/ca/54e800ca-57fe-479c-b5d6-d323741af2db/iiif/cam-240-v_0005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusiadas;;;Facsimile da 1ª ed;Lisboa : Joaquim Eusébio dos Santos;1887;1887;8 p., 2, 186 f.;Camões, Luís de, 1524-1580;;;Braga, Teófilo, 1843-1924, Autor da introdução, etc.;;;CAM. 240 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/857274;Livre
9854;259614;1;8;https://permalinkbnd.bnportugal.gov.pt/viewer/277455/?offset=#page=8&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos V | 561;Episódios - Audiência d’El-Rei D. Manuel a Gama | 577;259614;https://purl.pt/44365;https://bndigital.bnportugal.gov.pt//i/?IIIF=/04/d1/9d/f6/04d19df6-e82d-44ac-acff-fa6136899404/iiif/cam-258-p_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Alemão;;Die Lusiaden;epische díchtung;;1.ª ed.;Leipzig : Arnoldische Buchhandung;1854;1854;LXXXVIII, 532 p., 2 f. il.;Camões, Luís de, 1524-1580;;;Fonseca, José da, 1788-1866, Compilador;;;CAM. 258 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/259614;Livre
9855;259614;1;77;https://permalinkbnd.bnportugal.gov.pt/viewer/277455/?offset=#page=77&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos V | 561;Episódios - Camões na gruta de Macau | 567;259614;https://purl.pt/44365;https://bndigital.bnportugal.gov.pt//i/?IIIF=/04/d1/9d/f6/04d19df6-e82d-44ac-acff-fa6136899404/iiif/cam-258-p_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Alemão;;Die Lusiaden;epische díchtung;;1.ª ed.;Leipzig : Arnoldische Buchhandung;1854;1854;LXXXVIII, 532 p., 2 f. il.;Camões, Luís de, 1524-1580;;;Fonseca, José da, 1788-1866, Compilador;;;CAM. 258 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/259614;Livre
9856;381386;1;23;https://permalinkbnd.bnportugal.gov.pt/viewer/273117/?offset=#page=23&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos VII | 563;Episódios - Camões na gruta de Macau | 567;381386;https://purl.pt/44012;https://bndigital.bnportugal.gov.pt//i/?IIIF=/5b/5f/ee/bc/5b5feebc-6c0c-4b38-a9d5-dc89df1678f7/iiif/cam-26-a_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Homenagem a Camões;grande edição manuscripta dos Lusiadas pelos contemporaneos illustres de Portugal e Brazil;;1.ª ed.;Lisboa : Tip. Elzeviriana;1883;1883;XV, 1 br., 288 p.;Camões, Luís de, 1524-1580;;;"Braga, Teófilo, 1843-1924, Director ; Chagas, Pinheiro, 1842-1895, Autor da introdução, etc.";;;CAM. 26 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381386;Livre
9857;381386;1;79;https://permalinkbnd.bnportugal.gov.pt/viewer/273117/?offset=#page=79&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos VIII | 564;Episódios - Visita do Rei de Melinde a Gama | 568;381386;https://purl.pt/44012;https://bndigital.bnportugal.gov.pt//i/?IIIF=/5b/5f/ee/bc/5b5feebc-6c0c-4b38-a9d5-dc89df1678f7/iiif/cam-26-a_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Homenagem a Camões;grande edição manuscripta dos Lusiadas pelos contemporaneos illustres de Portugal e Brazil;;1.ª ed.;Lisboa : Tip. Elzeviriana;1883;1883;XV, 1 br., 288 p.;Camões, Luís de, 1524-1580;;;"Braga, Teófilo, 1843-1924, Director ; Chagas, Pinheiro, 1842-1895, Autor da introdução, etc.";;;CAM. 26 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381386;Livre
9858;381386;1;139;https://permalinkbnd.bnportugal.gov.pt/viewer/273117/?offset=#page=139&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos IX | 565;"Episódios - Concílio ""Conselho dos Deuses"" | 569";381386;https://purl.pt/44012;https://bndigital.bnportugal.gov.pt//i/?IIIF=/5b/5f/ee/bc/5b5feebc-6c0c-4b38-a9d5-dc89df1678f7/iiif/cam-26-a_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Homenagem a Camões;grande edição manuscripta dos Lusiadas pelos contemporaneos illustres de Portugal e Brazil;;1.ª ed.;Lisboa : Tip. Elzeviriana;1883;1883;XV, 1 br., 288 p.;Camões, Luís de, 1524-1580;;;"Braga, Teófilo, 1843-1924, Director ; Chagas, Pinheiro, 1842-1895, Autor da introdução, etc.";;;CAM. 26 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381386;Livre
9859;381386;1;141;https://permalinkbnd.bnportugal.gov.pt/viewer/273117/?offset=#page=141&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos X | 566;Episódios - Sonho d'El-Rei D. Manuel, no qual lhe aparecem os rios Indo e Ganges | 570;381386;https://purl.pt/44012;https://bndigital.bnportugal.gov.pt//i/?IIIF=/5b/5f/ee/bc/5b5feebc-6c0c-4b38-a9d5-dc89df1678f7/iiif/cam-26-a_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Homenagem a Camões;grande edição manuscripta dos Lusiadas pelos contemporaneos illustres de Portugal e Brazil;;1.ª ed.;Lisboa : Tip. Elzeviriana;1883;1883;XV, 1 br., 288 p.;Camões, Luís de, 1524-1580;;;"Braga, Teófilo, 1843-1924, Director ; Chagas, Pinheiro, 1842-1895, Autor da introdução, etc.";;;CAM. 26 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381386;Livre
9860;381386;1;213;https://permalinkbnd.bnportugal.gov.pt/viewer/273117/?offset=#page=213&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos I | 557;Episódios - Assassínio de Inês de Castro | 571;381386;https://purl.pt/44012;https://bndigital.bnportugal.gov.pt//i/?IIIF=/5b/5f/ee/bc/5b5feebc-6c0c-4b38-a9d5-dc89df1678f7/iiif/cam-26-a_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Homenagem a Camões;grande edição manuscripta dos Lusiadas pelos contemporaneos illustres de Portugal e Brazil;;1.ª ed.;Lisboa : Tip. Elzeviriana;1883;1883;XV, 1 br., 288 p.;Camões, Luís de, 1524-1580;;;"Braga, Teófilo, 1843-1924, Director ; Chagas, Pinheiro, 1842-1895, Autor da introdução, etc.";;;CAM. 26 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381386;Livre
9861;381386;1;215;https://permalinkbnd.bnportugal.gov.pt/viewer/273117/?offset=#page=215&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos II | 558;Episódios - Aparição do gigante Adamastor na passagem do Cabo de B. Esperança | 572;381386;https://purl.pt/44012;https://bndigital.bnportugal.gov.pt//i/?IIIF=/5b/5f/ee/bc/5b5feebc-6c0c-4b38-a9d5-dc89df1678f7/iiif/cam-26-a_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Homenagem a Camões;grande edição manuscripta dos Lusiadas pelos contemporaneos illustres de Portugal e Brazil;;1.ª ed.;Lisboa : Tip. Elzeviriana;1883;1883;XV, 1 br., 288 p.;Camões, Luís de, 1524-1580;;;"Braga, Teófilo, 1843-1924, Director ; Chagas, Pinheiro, 1842-1895, Autor da introdução, etc.";;;CAM. 26 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381386;Livre
9862;381386;1;269;https://permalinkbnd.bnportugal.gov.pt/viewer/273117/?offset=#page=269&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos III | 559;Episódios - Vénus aplaca os Ventos e a tormenta | 573;381386;https://purl.pt/44012;https://bndigital.bnportugal.gov.pt//i/?IIIF=/5b/5f/ee/bc/5b5feebc-6c0c-4b38-a9d5-dc89df1678f7/iiif/cam-26-a_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Homenagem a Camões;grande edição manuscripta dos Lusiadas pelos contemporaneos illustres de Portugal e Brazil;;1.ª ed.;Lisboa : Tip. Elzeviriana;1883;1883;XV, 1 br., 288 p.;Camões, Luís de, 1524-1580;;;"Braga, Teófilo, 1843-1924, Director ; Chagas, Pinheiro, 1842-1895, Autor da introdução, etc.";;;CAM. 26 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381386;Livre
9863;381386;1;271;https://permalinkbnd.bnportugal.gov.pt/viewer/273117/?offset=#page=271&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos IV | 560;Episódios - Desembarque de Gama em Calecut | 574;381386;https://purl.pt/44012;https://bndigital.bnportugal.gov.pt//i/?IIIF=/5b/5f/ee/bc/5b5feebc-6c0c-4b38-a9d5-dc89df1678f7/iiif/cam-26-a_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Homenagem a Camões;grande edição manuscripta dos Lusiadas pelos contemporaneos illustres de Portugal e Brazil;;1.ª ed.;Lisboa : Tip. Elzeviriana;1883;1883;XV, 1 br., 288 p.;Camões, Luís de, 1524-1580;;;"Braga, Teófilo, 1843-1924, Director ; Chagas, Pinheiro, 1842-1895, Autor da introdução, etc.";;;CAM. 26 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381386;Livre
9864;804973;1;10;https://permalinkbnd.bnportugal.gov.pt/viewer/273120/?offset=#page=10&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos V | 561;Episódios - Segunda Audiência do Samorim a Gama | 575;804973;https://purl.pt/44138;https://bndigital.bnportugal.gov.pt//i/?IIIF=/8b/c0/56/bd/8bc056bd-3ac1-47b3-8d81-5e006410c749/iiif/cam-26-v_0000_000013.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Sonetos;;;Ed. especial do Gabinete Portuguez de Leitura de Pernambuco para commemorar o terceiro centenario do grande epico, em 10 de Junho de 1880, segundo a ed. de Hamburgo de B. Feio e G. Monteiro;Porto : Imprensa Portugueza;1880;1880;XLVIII, 286 p.;Camões, Luís de, 1524-1580;;;Pinto, A. de Sousa, 1843-?, Autor da introdução, etc.;;Gabinete Português de Leitura, Editor literário;CAM. 26 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/804973;Livre
9865;252299;1;7;https://permalinkbnd.bnportugal.gov.pt/viewer/277449/?offset=#page=7&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos V | 561;Episódios - Ilha de Vénus | 576;252299;https://purl.pt/44350;https://bndigital.bnportugal.gov.pt//i/?IIIF=/84/eb/f6/e4/84ebf6e4-1b73-48f4-9488-51065744c1be/iiif/cam-270-p_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Alemão;;Die Lusiaden;;;1.ª ed.;Stuttgart : Verlag von W. Spemann;1883;1883;252 p.;Camões, Luís de, 1524-1580;;;;;;CAM. 270 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/252299;Livre
9866;860111;1;45;https://permalinkbnd.bnportugal.gov.pt/viewer/277452/?offset=#page=45&viewer=picture&o=info&n=0&q=;Imagens | 554;Cantos - Cantos VII | 563;Episódios - Audiência d’El-Rei D. Manuel a Gama | 577;860111;https://purl.pt/44354;https://bndigital.bnportugal.gov.pt//i/?IIIF=/d3/05/2c/6e/d3052c6e-7b7e-4abc-957e-d7c39f1b185f/iiif/cam-272-v_0005.tif/full/!300,500/0/default.jpg;Livro impresso;"Português ; Espanhol ; Italiano ; Francês ; Alemão ; Inglês";;De Portugal à Índia;"trechos que mais se prendem com o assumpto, tirados do poema de Luiz de Camões ""Os Lusiadas"" acompanhados de versões em espanhol, italiano, francez, alemão e inglez";;1.ª ed.;Lisboa : Typ. Castro Irmão;1898;1898;493 p.;;;;Sá, Ernesto Moreira de, 1841-1915, Compilador;;;H.G. 8627 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/860111;Livre
